,Month,Day,TOTALDEMAND,date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10,,FootFall_HourlyAverage
264,9,21,201955.9,21/9/20,19,13.51,14.25,9.5,,,100,87.4,82.5,65,14.4,11.3,11.7,9,18,7.88,9.5,1,,,101.51,101.44,101.44,101.38,101.28,101.21,101.22,101.15,48300,29966.7,33800,19300,1.7,1.3,1.4,1,3.8,0,9.2,7.2,4.2,1.2,1.2,0,0,6:59:00,19:13:00,12.23,6.98,19.22,3,3,17,17,11,11,,,,,,8,6.2,4.5,1,,,,,,5023
265,9,22,206401.28,22/9/20,18.2,14.28,13.55,8.9,,,100,81.8,83,66,14,11.1,11.7,9.3,29,9.75,14.5,0,37,14,101.62,101.47,101.36,101.09,101.39,101.24,101.12,100.86,48300,33187.5,36200,24100,3,1.6,2,1,4.5,0,8.6,6.5,3.5,0,0,0,0,7:00:00,19:11:00,12.18,7,19.18,5,5,17,17,12,12,,,,,,8,6,4.5,1,,,,,,6053.5
266,9,23,224824.89,23/9/20,16,13.74,14.15,12.3,,,100,91.2,84.5,69,14.4,12.3,12,9.6,26,13.5,14,2,48,20,101,100.54,100.58,100.15,100.77,100.31,100.34,99.92,24100,17433.3,16100,8100,1.9,1.4,1.5,1.1,3.8,0,9.2,7.2,4.2,23.9,23.9,0,0,7:02:00,19:09:00,12.12,7.03,19.15,1,1,16,16,12,12,,,,,,8,7.5,6.5,5,,,,,,5509
267,9,24,235071.43,24/9/20,19.7,13.93,15.8,11.9,,,100,90.9,81,62,14.3,12.4,12.6,10.8,25,16.58,14.5,4,41,17,101.31,101.03,100.94,100.58,101.08,100.8,100.72,100.35,48300,31108.3,30600,12900,1.9,1.7,1.6,1.4,2.2,0,10.8,8.8,5.8,6.9,6.9,0,0,7:03:00,19:07:00,12.07,7.05,19.12,2,3,14,17,11,12,,,,,,8,7,6,4,,,,,,5730
268,9,25,252709.36,25/9/20,18.5,14.19,15.05,11.6,,,100,77.7,71.5,43,13.4,9.8,9.3,5.3,42,16.79,23.5,5,61,25,101.34,100.65,100.74,100.14,101.11,100.42,100.51,99.91,48300,33795.8,29800,11300,2.1,1.6,1.6,1,3,0,10.1,8.1,5,19.5,19.5,0,0,7:05:00,19:05:00,12,7.08,19.08,2,4,16,16,10,10,,,,,,8,6.2,5.5,3,,,,,,4613.5
269,9,26,213389.93,26/9/20,14.4,12.13,11.7,9,,,99,89.8,85,71,13,10.4,10.4,7.8,20,10.62,11,2,,,102.46,101.9,101.93,101.4,102.22,101.67,101.69,101.17,48300,32262.5,29800,11300,1.9,1.4,1.4,1,6.3,0,6.7,4.7,1.7,10.5,10.5,0,0,7:06:00,19:03:00,11.95,7.1,19.05,2,3,16,16,9,9,,,,,,8,5.6,4.5,1,,,,,,3438.5
270,9,27,203406.98,27/9/20,17.4,12.41,12.35,7.3,,,100,85.5,83.5,67,11.6,9.9,9.7,7.8,13,7.38,8,3,,,103.27,103.06,102.91,102.55,103.03,102.82,102.67,102.31,48300,41579.2,36200,24100,1.8,1.4,1.4,1,5.7,0,7.3,5.3,2.4,0,0,0,0,7:08:00,19:01:00,11.88,7.13,19.02,4,4,18,18,8,8,,,,,,8,5.5,5,2,,,,,,3356
271,9,28,229302.28,28/9/20,19.3,13.73,13.8,8.3,,,100,80.9,77,54,11.1,10.2,9.8,8.6,12,7.42,7,2,,,103.11,102.7,102.69,102.26,102.87,102.47,102.45,102.03,48300,39566.7,36200,24100,1.9,1.4,1.4,1,4.2,0,8.8,6.8,3.8,0,0,0,0,7:09:00,18:59:00,11.83,7.15,18.98,5,5,20,20,10,10,,,,,,4,0.8,2,0,,,,,,5332
272,9,29,224152.92,29/9/20,22.8,15.62,16.7,10.6,25,,100,81.5,77.5,55,13.4,12.1,12.1,10.8,12,7.42,6.5,1,,,102.25,101.93,101.97,101.68,102.02,101.7,101.73,101.45,48300,42262.5,40250,32200,1.7,1.3,1.4,1,1.3,0,11.7,9.7,6.7,0,0,0,,7:10:00,18:57:00,11.78,7.17,18.95,5,5,23,23,10,10,,,,,,3,0.5,1.5,0,,,,,,6246.5
273,9,30,227240.42,30/9/20,22.2,15.22,16.25,10.3,25,,99,82.7,77.5,56,13.4,12,11.7,10,11,6.71,6.5,2,,,102.25,102.14,102.07,101.89,102.02,101.91,101.84,101.66,48300,39566.7,36200,24100,2,1.3,1.5,1,1.8,0,11.2,9.2,6.2,0,0,0,0,7:12:00,18:55:00,11.72,7.2,18.92,4,5,22,22,10,10,,,,,,7,3,3.5,0,,,,,,5297.5
