,Month,Day,TOTALDEMAND,date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10,,FootFall_HourlyAverage
0,1,1,173783.44,1/1/20,12.9,9.59,9.19,5.5,,,86,69.1,72.5,59,7.9,4.2,3.8,-0.2,29,17.79,16,3,59,26,101.68,100.78,100.88,100.07,101.44,100.54,100.64,99.84,48300,38558.3,36200,24100,2.5,2.3,2.3,2.1,8.8,0,4.2,2.2,0,0,0,0,,8:05:00,16:29:00,8.4,8.08,16.48,1,1,10,10,4,4,,,,,,8,6,5.5,3,,,,,,31847
1,1,2,205976.37,2/1/20,6,4.33,3.45,0.9,,,100,89.5,86,72,6.8,2.7,2.9,-1,27,12.71,14,1,45,14,102.06,101.63,101.54,101.03,101.82,101.39,101.31,100.79,32200,18108.3,18500,4800,2.6,2,1.8,1,14.6,0,0,0,0,14.6,14.6,0,0,8:05:00,16:30:00,8.42,8.08,16.5,1,1,6,8,7,8,,,,,,8,7.8,6,4,,,,,,30416
2,1,3,237844.43,3/1/20,10.9,8.98,8.4,5.9,,,100,88,84.5,69,9.1,7,6.7,4.2,24,16.38,12.5,1,39,15,101.07,100.7,100.62,100.17,100.84,100.47,100.39,99.94,32200,24408.3,21750,11300,2.4,1.9,1.8,1.3,9.6,0,3.4,1.4,0,11.2,11.2,0,0,8:05:00,16:31:00,8.43,8.08,16.52,1,1,11,11,4,4,,,,,,8,7.8,7.5,7,,,,,,31347
3,1,4,204491.22,4/1/20,8.2,5.75,5.65,3.1,,,99,87,81,63,5.7,3.6,2.6,-0.4,26,14.71,15.5,5,52,27,102.51,102.05,101.67,100.82,102.27,101.81,101.43,100.59,32200,27479.2,24150,16100,2.3,1.5,1.6,1,12.3,0,0.6,0,0,11.8,11.8,0,0,8:05:00,16:32:00,8.45,8.08,16.53,1,1,8,8,5,5,,,,,,8,6.5,5,2,,,,,,28822
4,1,5,191342.4,5/1/20,8.3,6.32,6.55,4.8,,,96,79.8,74,52,5.5,2.8,2.1,-1.3,34,18.5,19.5,5,65,25,102.59,102.16,102.08,101.57,102.35,101.92,101.84,101.33,48300,31575,33800,19300,2.2,1.7,1.6,1,11.4,0,1.6,0,0,2,2,0,0,8:05:00,16:33:00,8.47,8.08,16.55,1,1,8,8,4,4,,,,,,8,6.5,5,2,,,,,,15343.5
5,1,6,220507.18,6/1/20,5.8,5.08,4.59,3.4,,,100,100,100,100,5.8,5.1,4.7,3.5,21,8.46,11,1,33,12,102.38,101.79,101.92,101.46,102.14,101.55,101.68,101.22,19300,8725,10650,2000,1.8,1.3,1.4,1,13.4,0,0,0,0,14.8,14.8,0,0,8:05:00,16:34:00,8.48,8.08,16.57,,,8,8,9,9,,,,,,8,7.9,7.5,7,,,,,,24545
6,1,7,218673.12,7/1/20,9.9,8.23,7.65,5.4,,,100,93.2,84.5,69,9.5,7.1,5.2,1,32,18.75,16.5,1,52,24,101.35,100.62,100.74,100.14,101.11,100.39,100.51,99.91,32200,20720.8,18500,4800,2.4,1.2,1.7,1,10.3,0,2.6,0.6,0,20.3,20.3,0,0,8:04:00,16:35:00,8.52,8.07,16.58,,,11,11,2,2,,,,,,8,7.4,5,2,,,,,,30529.5
7,1,8,220077.25,8/1/20,7.3,3.98,3.85,0.4,,,99,76.9,80.5,62,1.6,0.1,0.3,-1,39,11.29,21,3,52,28,101.53,101.05,101.02,100.52,101.29,100.81,100.79,100.29,32200,31187.5,28150,24100,3,1.2,2,1,14.2,0,0,0,0,0,0,0,0,8:04:00,16:36:00,8.53,8.07,16.6,1,1,8,8,2,2,,,,,,8,7,4.5,1,,,,,,35312
8,1,9,254731.18,9/1/20,5.3,2.67,1.5,-2.3,,-4,100,84.5,82,64,1.5,0.2,0.1,-1.3,21,9.92,11,1,33,13,102.32,102.09,101.94,101.56,102.08,101.86,101.7,101.32,48300,39908.3,36200,24100,3,1.9,2,1,16.5,0,0,0,0,0,0,0,0,8:04:00,16:37:00,8.55,8.07,16.62,1,1,6,6,3,3,,,,,,8,6.3,4.5,1,,,,,,34725.5
9,1,10,245067.76,10/1/20,7.5,5.22,4.7,1.9,,,100,97.7,88,76,6.8,4.9,3.6,0.4,39,23.38,22,5,65,15,102.06,100.53,100.93,99.81,101.82,100.29,100.7,99.58,32200,20241.7,21750,11300,1.8,1.5,1.6,1.3,13.3,0,0,0,0,22.6,22.6,0,0,8:03:00,16:39:00,8.6,8.05,16.65,,,8,8,4,4,,,,,,8,7.9,7.5,7,,,,,,35416
10,1,11,183773.21,11/1/20,6.9,4.87,5.2,3.5,,,100,95.7,87.5,75,6.6,4.2,3.8,1,24,9.75,13,2,33,29,101.24,100.77,100.54,99.84,101,100.54,100.31,99.61,48300,29625,30600,12900,2.3,1.9,1.9,1.5,12.8,0,0.2,0,0,5,5,0,,8:03:00,16:40:00,8.62,8.05,16.67,1,1,7,7,4,5,,,,,,8,7.9,7.5,7,,,,,,28597.5
11,1,12,183595.19,12/1/20,6.1,2.86,2.29,-1.5,,-6,100,90.8,87.5,75,4.9,1.4,0,-4.9,31,14.08,17,3,54,32,100.86,100.1,100.26,99.66,100.62,99.86,100.03,99.43,48300,23920.8,24750,1200,2.1,1.9,1.8,1.6,15.7,0,0,0,0,12.3,9.8,2.5,3,8:02:00,16:41:00,8.65,8.03,16.68,,,6,6,-3,-3,,,,,,8,7.7,7,6,,,,,,20774.5
12,1,13,239307.89,13/1/20,-0.5,-4.13,-2.8,-5.1,,-11,80,71.5,73,66,-6.4,-8.6,-8.3,-10.2,29,14.21,19,9,39,6,101.37,101.22,101.17,100.96,101.13,100.98,100.92,100.72,24100,14825,14450,4800,3,1.9,2.4,1.7,20.8,0,0,0,0,2.3,0,2.3,3,8:02:00,16:42:00,8.67,8.03,16.7,,,-2,-2,-6,-4,,,,,,8,8,8,8,,,,,,31676
13,1,14,274605.21,14/1/20,-3.9,-4.68,-4.7,-5.5,,-12,100,79.5,81,62,-4.3,-7.8,-7.7,-11,26,13.08,15,4,33,6,101.57,101.39,101.37,101.17,101.33,101.15,101.13,100.93,32200,13833.3,16900,1600,2.2,1.9,2,1.7,22.7,0,0,0,0,4.5,0,4.5,4,8:01:00,16:44:00,8.72,8.02,16.73,1,1,-2,-2,-4,-3,,,,,,8,7.7,5,2,,,,,,30528.5
14,1,15,274816.45,15/1/20,5.6,-1.82,0.25,-5.1,,-12,99,90.6,82,65,1,-3.2,-2.4,-5.7,45,24.88,27,9,80,12,101.48,100.36,100.29,99.1,101.24,100.12,100.06,98.87,24100,10850,12350,600,2.1,1.8,1.8,1.6,17.8,0,0,0,0,19.4,0,20,25,8:00:00,16:45:00,8.75,8,16.75,,,4,4,1,4,,,,,,8,7.4,5.5,3,,,,,,26523.5
15,1,16,219339.29,16/1/20,5.5,1.93,1.55,-2.4,,-4,100,77.5,79.5,59,1.3,-1.8,-1.3,-3.9,42,13.58,21.5,1,84,14,101.2,100.39,100.33,99.47,100.96,100.15,100.1,99.24,48300,37216.7,36200,24100,3.1,2.2,2.5,1.8,16.4,0,0,0,0,0,0,0,16,8:00:00,16:47:00,8.78,8,16.78,1,1,4,5,-1,-1,,,,,,8,3.9,5,2,,,,,,34392.5
16,1,17,216216.35,17/1/20,4.3,0.42,-0.95,-6.2,,-9,100,88.8,84.5,69,1.3,-1.3,-1.4,-4.1,23,12.88,13.5,4,33,9,102.19,101.9,101.74,101.28,101.95,101.66,101.49,101.04,48300,33791.7,33800,19300,3.1,2.1,2.3,1.5,18.9,0,0,0,0,0,0,0,7,7:59:00,16:48:00,8.82,7.98,16.8,1,1,4,4,4,4,,,,,,8,6.1,4.5,1,,,,,,40343.5
17,1,18,211892.68,18/1/20,7.9,6.34,5.75,3.6,,,100,89.1,84,68,7.7,4.6,3.5,-0.6,39,23.29,23.5,8,68,14,102.33,101.85,101.87,101.41,102.09,101.61,101.63,101.17,32200,25275,21750,11300,3,1.9,2.2,1.5,12.2,0,0.8,0,0,3.1,3.1,0,4,7:58:00,16:49:00,8.85,7.97,16.82,,,8,9,5,5,,,,,,8,7.7,7.5,7,,,,,,34240
18,1,19,213843.11,19/1/20,8.5,6.35,6.5,4.5,,,100,98.9,95,90,7.9,6.2,6.2,4.6,15,8.5,9,3,,,102.32,101.98,101.83,101.35,102.08,101.74,101.6,101.11,32200,20391.7,21750,11300,2,1.5,1.6,1.2,11.5,0,1.5,0,0,1.6,1.6,0,0,7:57:00,16:51:00,8.9,7.95,16.85,1,1,10,10,4,6,,,,,,8,8,8,8,,,,,,22398.5
19,1,20,232583.07,20/1/20,9.7,6.51,7,4.3,,,100,98.8,95,90,8.7,6.3,6.8,4.9,19,8.46,11,3,,,101.34,101.05,100.87,100.4,101.1,100.81,100.63,100.17,32200,20700,17100,2000,2.2,1.5,1.7,1.2,11,0,2,0,0,2.6,2.6,0,,7:57:00,16:52:00,8.92,7.95,16.87,1,1,10,10,6,6,,,,,,8,7.8,7.5,7,,,,,,25131
20,1,21,224256.39,21/1/20,9.3,6.78,7,4.7,,,100,98,91,82,7.8,6.5,6.3,4.9,35,15.25,20,5,50,14,101.07,100.39,100.52,99.97,100.83,100.16,100.28,99.74,32200,21404.2,17100,2000,2.2,1.9,1.8,1.5,11,0,2,0,0,10,10,0,0,7:56:00,16:54:00,8.97,7.93,16.9,,,9,9,6,6,,,,,,8,7.3,5.5,3,,,,,,38336.5
21,1,22,238574.3,22/1/20,8.4,6.75,6.2,4,,,100,99.9,98.5,97,8.6,6.7,6.5,4.4,19,12.83,11,3,32,10,101.54,101.36,101.33,101.13,101.3,101.12,101.1,100.89,32200,13695.8,18500,4800,2.1,1.8,1.7,1.3,11.8,0,1.2,0,0,21,21,0,0,7:55:00,16:55:00,9,7.92,16.92,,,9,9,8,8,,,,,,8,8,8,8,,,,,,36911.5
22,1,23,224509.66,23/1/20,10.6,9.01,9.19,7.8,,,100,100,100,100,10.6,9,9.2,7.8,14,10.12,9.5,5,32,12,101.2,101.01,100.97,100.75,100.97,100.78,100.74,100.52,24100,11945.8,12850,1600,2.1,1.5,1.6,1,8.8,0,4.2,2.2,0,22.8,22.8,0,0,7:54:00,16:57:00,9.05,7.9,16.95,1,1,10,10,8,8,,,,,,8,7.8,7,6,,,,,,38869
23,1,24,218632.75,24/1/20,11.9,8.38,8.55,5.2,,,100,94,88.5,77,8.7,7.4,7.2,5.7,22,10.67,11.5,1,42,20,101.52,101.14,101.12,100.73,101.28,100.91,100.89,100.5,48300,25125,24750,1200,2.8,2.1,2,1.3,9.4,0,3.5,1.6,0,3.6,3.6,0,0,7:53:00,16:58:00,9.08,7.88,16.97,1,1,11,11,7,7,,,,,,8,6.3,6,4,,,,,,45044.5
24,1,25,204891.76,25/1/20,9,7.62,7.6,6.2,,,100,99.8,98,96,8.6,7.6,7.5,6.4,19,11.08,10,1,,,101.64,101.35,101.26,100.87,101.4,101.11,101.02,100.64,32200,23720.8,21750,11300,1.6,1.4,1.4,1.2,10.4,0,2.6,0.6,0,5,5,0,0,7:52:00,17:00:00,9.13,7.87,17,1,1,9,9,7,7,,,,,,8,7.5,6,4,,,,,,38575
25,1,26,202466.41,26/1/20,12.5,8.9,9.85,7.2,,,100,86.6,81,62,8.7,6.6,6.5,4.4,29,15.12,14.5,0,50,23,101.6,101.13,101.08,100.57,101.36,100.9,100.85,100.34,48300,32045.8,33800,19300,2.2,1.8,1.7,1.2,8.2,0,4.8,2.8,0,3,3,0,0,7:51:00,17:01:00,9.17,7.85,17.02,1,1,10,12,6,6,,,,,,8,7.2,6.5,5,,,,,,28014.5
26,1,27,206268.92,27/1/20,8.8,6.96,6.25,3.7,,,100,91.4,89,78,7.6,5.6,5.7,3.8,25,15.54,14,3,45,10,102.08,101.61,101.53,100.98,101.84,101.37,101.29,100.74,32200,22200,18500,4800,2.6,1.9,2,1.5,11.8,0,1.2,0,0,13.9,13.9,0,0,7:49:00,17:03:00,9.23,7.82,17.05,1,1,9,9,6,7,,,,,,8,6.7,4.5,1,,,,,,18385
27,1,28,232381.11,28/1/20,7.6,7.02,6.6,5.6,,,100,100,100,100,7.4,7,6.9,6.4,18,7.21,10,2,39,15,102.19,101.62,101.6,101.01,101.95,101.38,101.36,100.78,16100,9783.3,10050,4000,2,1.6,1.6,1.3,11.4,0,1.6,0,0,8,8,0,0,7:48:00,17:04:00,9.27,7.8,17.07,1,1,9,9,7,7,,,,,,8,7.9,7.5,7,,,,,,31375.5
28,1,29,259625.83,29/1/20,12.3,6.87,7.35,2.4,,,100,93.7,80,60,9.2,5.8,5.7,2.1,20,9.42,10.5,1,,,102.43,101.91,101.97,101.51,102.19,101.67,101.73,101.27,32200,18966.7,17100,2000,2.5,1.8,1.8,1,10.7,0,2.4,0.4,0,12.1,12.1,0,0,7:47:00,17:06:00,9.32,7.78,17.1,1,1,10,10,4,4,,,,,,8,4.7,4,0,,,,,,33477
29,1,30,309632.98,30/1/20,7.6,5.07,4.2,0.8,,,100,98.7,93.5,87,8.3,4.9,4.8,1.2,19,6.71,10,1,,,102.61,102.1,102.06,101.52,102.37,101.86,101.83,101.28,32200,25470.8,22550,12900,2.1,1.5,1.6,1.1,13.8,0,0,0,0,5.4,5.4,0,0,7:46:00,17:08:00,9.37,7.77,17.13,,,10,10,7,7,,,,,,8,7.2,4,0,,,,,,31563
30,1,31,341307.68,31/1/20,14.2,10.5,10.19,6.2,,,100,98.5,94.5,89,13.2,10.3,10.8,8.5,28,18.21,18.5,9,63,24,101.74,101.22,101.22,100.71,101.5,100.99,100.99,100.48,32200,18166.7,17300,2400,2.2,1.6,1.8,1.3,7.8,0,5.2,3.2,0.2,38.4,38.4,0,0,7:45:00,17:09:00,9.4,7.75,17.15,1,1,14,14,8,8,,,,,,8,7.8,7.5,7,,,,,,30293
31,2,1,257595.21,1/2/20,12.6,7.36,7,1.4,,,100,69,72.5,45,12,1.7,4.2,-3.6,37,22.92,22.5,8,63,21,102.4,101.68,101.54,100.68,102.16,101.44,101.31,100.45,48300,38762.5,33800,19300,2.2,2,2,1.9,11,0,2,0,0,17.8,17.8,0,0,7:43:00,17:11:00,9.47,7.72,17.18,1,1,8,8,1,2,,,,,,8,5.7,4.5,1,,,,,,21838
32,2,2,195218.12,2/2/20,5.3,2.34,1.6,-2.1,,-4,100,85.3,85.5,71,1.7,0,-0.4,-2.4,23,11.04,12,1,35,14,102.39,102.27,102.26,102.12,102.15,102.03,102.01,101.88,48300,44608.3,36200,24100,2,1.8,1.8,1.6,16.4,0,0,0,0,0.4,0.4,0,0,7:42:00,17:12:00,9.5,7.7,17.2,1,1,5,5,-1,-1,,,,,,8,4.8,4.5,1,,,,,,18470.5
33,2,3,210009.82,3/2/20,5.2,1.09,1.6,-2,,-4,100,87.9,80,60,0.8,-0.9,-1.5,-3.8,17,10.04,10,3,,,103.15,102.79,102.76,102.36,102.91,102.55,102.52,102.12,48300,35554.2,40250,32200,4,1.8,2.5,1,16.4,0,0,0,0,0,0,0,0,7:40:00,17:14:00,9.57,7.67,17.23,1,1,5,5,-2,-2,,,,,,7,4.4,3.5,0,,,,,,29328.5
34,2,4,214068.13,4/2/20,3,1.3,0.3,-2.4,,-5,100,100,100,100,2.8,1.3,0.9,-1,27,10.75,15,3,39,14,103.15,102.64,102.56,101.96,102.91,102.4,102.32,101.72,32200,12212.5,18500,4800,3,1.8,2,1,17.7,0,0,0,0,16.6,15.1,1.2,0,7:39:00,17:16:00,9.62,7.65,17.27,,,4,4,4,4,,,,,,8,7.9,6.5,5,,,,,,31693
35,2,5,217976.88,5/2/20,4.1,3,2.5,0.9,,,100,100,100,100,4.1,3,2.7,1.3,13,10.33,10,7,,,101.89,101.78,101.81,101.73,101.65,101.54,101.57,101.49,12900,8366.7,8050,3200,1.6,1.2,1.3,1,15.5,0,0,0,0,16.5,16.5,0,0,7:38:00,17:17:00,9.65,7.63,17.28,,,6,6,4,4,,,,,,8,8,8,8,,,,,,31099.5
36,2,6,241138.92,6/2/20,5.3,4.47,4.3,3.3,,,100,100,100,100,5.2,4.5,4.3,3.5,7,4.46,4,1,,,101.92,101.75,101.74,101.56,101.68,101.51,101.5,101.32,11300,5937.5,6250,1200,1.5,1.2,1.2,1,13.7,0,0,0,0,17,17,0,0,7:36:00,17:19:00,9.72,7.6,17.32,,,7,7,4,5,,,,,,8,8,8,8,,,,,,31578.5
37,2,7,241469.7,7/2/20,8.4,5.81,6.3,4.2,,,100,98,92,84,8.3,5.5,6.2,4.1,27,12.58,14.5,2,65,22,101.84,101.12,101.03,100.23,101.6,100.89,100.8,100,32200,16116.7,16700,1200,2.3,1.5,1.6,1,11.7,0,1.3,0,0,7,7,0,0,7:35:00,17:20:00,9.75,7.58,17.33,,,9,9,4,5,,,,,,8,7.6,7,6,,,,,,36558
38,2,8,215728.89,8/2/20,10.3,5.94,5.7,1.1,,,100,77.5,77,54,5,1.9,2.3,-0.4,38,15.12,20,2,54,31,103.2,101.97,101.77,100.35,102.96,101.73,101.54,100.12,48300,43937.5,36200,24100,2.1,1.9,1.8,1.6,12.3,0,0.7,0,0,0.4,0.4,0,0,7:33:00,17:22:00,9.82,7.55,17.37,1,1,8,9,0,4,,,,,,7,2.8,3.5,0,,,,,,31506
39,2,9,207714.22,9/2/20,6.5,2.7,2.65,-1.2,,-3,100,91.5,84,68,3.8,1.3,1.5,-0.8,11,6.58,6,1,,,103.41,103.28,103.28,103.14,103.17,103.04,103.03,102.9,48300,43595.8,36200,24100,3,2,2.1,1.2,15.3,0,0,0,0,0,0,0,0,7:32:00,17:24:00,9.87,7.53,17.4,1,1,8,8,2,2,,,,,,8,6.2,4,0,,,,,,17022
40,2,10,245950.92,10/2/20,7.6,4.52,4.75,1.9,,,100,91.3,84,68,4.6,3.1,2.9,1.2,8,4.38,4.5,1,,,103.37,103.2,103.19,103.01,103.13,102.96,102.95,102.77,48300,31850,36200,24100,3,1.7,2,1,13.2,0,0,0,0,0,0,0,0,7:30:00,17:25:00,9.92,7.5,17.42,2,2,7,7,1,1,,,,,,8,7.3,6,4,,,,,,29928.5
41,2,11,254221.16,11/2/20,10.6,6.25,5.7,0.8,,,100,95,85.5,71,8.9,5.5,4.9,0.9,21,8.33,11.5,2,37,12,102.91,102.48,102.59,102.26,102.67,102.24,102.34,102.02,32200,29837.5,28150,24100,2.4,1.9,2,1.5,12.3,0,0.7,0,0,2,2,0,0,7:28:00,17:27:00,9.98,7.47,17.45,1,1,10,10,4,4,,,,,,8,7.3,6.5,5,,,,,,32304
42,2,12,249237.13,12/2/20,8.1,5.47,5.65,3.2,,,100,97,91.5,83,6.6,5,5.1,3.6,10,4.88,6,2,,,102.78,102.51,102.39,102.01,102.54,102.27,102.15,101.77,32200,28487.5,28150,24100,3,1.6,2.1,1.2,12.3,0,0.6,0,0,0,0,0,0,7:27:00,17:29:00,10.03,7.45,17.48,1,1,8,8,4,4,,,,,,8,7.5,7.5,7,,,,,,33949.5
43,2,13,278274.37,13/2/20,9.8,6.1,7,4.2,,,100,86,79,58,6.5,3.7,3.6,0.7,28,10.33,15.5,3,37,23,101.88,101.38,101.52,101.17,101.64,101.14,101.28,100.93,48300,30908.3,32200,16100,2.5,1.7,1.8,1.1,11,0,2,0,0,0.9,0.9,0,,7:25:00,17:30:00,10.08,7.42,17.5,1,1,8,9,3,3,,,,,,8,7,5.5,3,,,,,,35986
44,2,14,279711.26,14/2/20,10.2,6.19,5.6,1,,,96,71.5,72.5,49,4,1.2,1.5,-1,21,13.38,13,5,33,25,102.13,101.84,101.72,101.31,101.89,101.61,101.48,101.07,48300,39908.3,36200,24100,2.2,2.1,2,1.9,12.4,0,0.6,0,0,1.4,1.4,0,0,7:23:00,17:32:00,10.15,7.38,17.53,1,1,9,9,5,5,,,,,,8,6.1,4.5,1,,,,,,35534.5
45,2,15,216601.27,15/2/20,9.7,6.31,6.9,4.1,,,100,87.8,82,64,8.1,4.3,4,-0.2,26,15.12,15.5,5,41,25,101.98,101.61,101.66,101.33,101.74,101.37,101.41,101.09,48300,37287.5,33800,19300,2.1,1.6,1.7,1.3,11.1,0,1.9,0,0,0.6,0.6,0,0,7:22:00,17:33:00,10.18,7.37,17.55,1,1,9,10,2,2,,,,,,8,7,4.5,1,,,,,,27377
46,2,16,201808.54,16/2/20,10.3,4.52,4.6,-1.1,,-5,100,78.4,75.5,51,2.4,0.8,1,-0.5,23,9.92,12,1,37,24,102.51,102.09,102.13,101.75,102.27,101.85,101.89,101.51,48300,43258.3,36200,24100,2.1,2,2,1.8,13.4,0,0,0,0,0,0,0,0,7:20:00,17:35:00,10.25,7.33,17.58,1,1,8,8,-1,0,,,,,,8,5.3,4.5,1,,,,,,19090
47,2,17,246703.69,17/2/20,7.6,3.08,3.05,-1.5,,-4,100,83,79,58,1.7,0.2,0.2,-1.4,18,9.12,10.5,3,,,103.09,102.9,102.82,102.55,102.85,102.66,102.58,102.31,48300,33520.8,36200,24100,3,2,2.2,1.5,14.9,0,0,0,0,0,0,0,0,7:18:00,17:37:00,10.32,7.3,17.62,1,2,8,9,1,2,,,,,,8,3.6,5,2,,,,,,33034
48,2,18,238356.24,18/2/20,7.2,2.46,3.15,-0.9,,-4,100,85.9,77,54,2.9,0.1,0.3,-2.3,13,8.96,8.5,4,,,103.15,103.02,103.01,102.88,102.91,102.78,102.78,102.64,48300,34191.7,36200,24100,3,1.8,2.1,1.3,14.8,0,0,0,0,0,0,0,0,7:16:00,17:38:00,10.37,7.27,17.63,1,2,8,9,-1,-1,,,,,,8,3.5,4,0,,,,,,31759.5
49,2,19,218750.43,19/2/20,8.2,2.64,2.89,-2.4,,-5,100,81,75.5,51,2.1,-0.7,0,-2,12,8.29,8,4,,,102.9,102.68,102.67,102.43,102.66,102.44,102.43,102.19,48300,38216.7,36200,24100,2.5,1.7,2,1.4,15.1,0,0,0,0,0,0,0,0,7:15:00,17:40:00,10.42,7.25,17.67,2,2,9,9,-2,0,,,,,,2,0.5,1,0,,,,,,29340
50,2,20,224404.29,20/2/20,9.4,2.86,3.2,-3,,-6,100,81.2,75.5,51,1.8,-0.4,-0.8,-3.4,12,7.92,7.5,3,,,102.6,102.49,102.49,102.38,102.36,102.25,102.25,102.14,48300,38895.8,36200,24100,4,2.1,2.8,1.7,14.8,0,0,0,0,0,0,0,0,7:13:00,17:41:00,10.47,7.22,17.68,2,2,10,10,-1,-1,,,,,,1,0.4,0.5,0,,,,,,37900.5
51,2,21,217898.11,21/2/20,8.7,3.97,3.2,-2.3,,-4,100,88.6,85,70,6,2.2,2.2,-1.6,25,9.67,13.5,2,32,14,102.42,102.17,102.17,101.92,102.18,101.93,101.93,101.68,48300,40583.3,36200,24100,3,2.2,2.3,1.6,14.8,0,0,0,0,0,0,0,0,7:11:00,17:43:00,10.53,7.18,17.72,2,2,9,9,4,4,,,,,,8,5.2,4,0,,,,,,41511.5
52,2,22,193844.04,22/2/20,9.1,6.7,7.19,5.3,,,100,80.5,78,56,6.3,3.4,3.5,0.7,17,10.48,11,5,,,102.2,101.98,101.93,101.67,101.96,101.74,101.69,101.43,48300,35339.1,28200,8100,2.1,1.9,1.8,1.6,10.8,0,2.2,0.2,0,0.8,0.8,0,,7:09:00,17:45:00,10.6,7.15,17.75,2,2,9,9,3,3,,,,,,8,7.2,6,4,,,,,,33111.5
53,2,23,212259.33,23/2/20,9.2,6.65,6.65,4.1,,,100,80.2,83,66,6.1,3.4,3.5,0.8,41,21.29,25,9,63,21,102.62,101.35,101.62,100.61,102.38,101.11,101.38,100.38,48300,27695.8,28200,8100,2.2,2,1.9,1.6,11.3,0,1.6,0,0,6.8,6.8,0,,7:07:00,17:46:00,10.65,7.12,17.77,1,1,9,9,2,2,,,,,,8,5.7,5,2,,,,,,20685
54,2,24,245238.11,24/2/20,8.8,4.92,4.65,0.5,,,86,63.5,66,46,0.5,-1.6,-1.4,-3.2,34,11.08,17.5,1,58,25,103.75,103.44,103.24,102.73,103.51,103.19,103,102.49,48300,30504.2,36200,24100,2.7,2.3,2.4,2.1,13.3,0,0,0,0,0,0,0,0,7:06:00,17:48:00,10.7,7.1,17.8,2,2,8,8,2,2,,,,,,8,6.7,5,2,,,,,,31872
55,2,25,247116.85,25/2/20,7,4.32,3.85,0.7,,,100,87.1,82.5,65,4.5,2.2,2.4,0.3,13,6.71,7.5,2,,,103.7,103.41,103.43,103.17,103.46,103.17,103.19,102.93,48300,28216.7,29000,9700,2.1,1.8,1.9,1.7,14.2,0,0,0,0,0,0,0,0,7:04:00,17:49:00,10.75,7.07,17.82,1,1,7,7,1,1,,,,,,8,8,7.5,7,,,,,,33899.5
56,2,26,216742.25,26/2/20,9.5,6.28,6.5,3.5,,,100,95.9,91.5,83,7.2,5.6,5.5,3.7,18,7.46,10,2,,,103.41,103.26,103.28,103.14,103.17,103.02,103.03,102.9,32200,26891.7,20150,8100,2.2,1.9,1.8,1.4,11.5,0,1.5,0,0,0.2,0.2,0,0,7:02:00,17:51:00,10.82,7.03,17.85,2,2,9,10,4,5,,,,,,8,7,5.5,3,,,,,,35349.5
57,2,27,217350.8,27/2/20,9.4,6.48,5.8,2.2,,,100,95.7,90,80,8,5.8,5.3,2.7,17,7.46,9,1,,,103.25,102.93,102.85,102.45,103.01,102.69,102.61,102.21,48300,36954.2,28200,8100,2.3,1.8,1.9,1.5,12.2,0,0.8,0,0,0,0,0,0,7:00:00,17:53:00,10.88,7,17.88,2,2,11,11,3,3,,,,,,8,6.6,5,2,,,,,,36469
58,2,28,220013.94,28/2/20,8.7,4.86,4.5,0.3,,,100,95,89,78,7.2,4.1,4.2,1.1,23,11.38,12,1,41,21,102.38,101.47,101.61,100.84,102.14,101.23,101.37,100.6,48300,23891.7,24350,400,2.2,1.8,1.8,1.4,13.5,0,0,0,0,7.7,7.7,0,,6:58:00,17:54:00,10.93,6.97,17.9,1,1,9,9,4,5,,,,,,8,6.2,5.5,3,,,,,,44655.5
59,2,29,200761.88,29/2/20,10.1,5.07,6,1.9,,,100,84.2,79,58,3.9,2.3,2.4,0.9,16,10.71,10,4,,,102.43,101.72,101.67,100.92,102.19,101.48,101.44,100.68,48300,43604.2,40250,32200,2.3,2.1,2.1,2,12,0,1,0,0,3.6,3.6,0,0,6:56:00,17:56:00,11,6.93,17.93,2,2,9,9,0,1,,,,,,7,3.7,3.5,0,,,,,,36580
