REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
VIC1,26-01-2020 16:00,4347.2,53.44,TRADE
VIC1,26-01-2020 16:30,4532.22,60.93,TRADE
VIC1,26-01-2020 17:00,4686.4,65.94,TRADE
VIC1,26-01-2020 17:30,4717.2,65.39,TRADE
VIC1,26-01-2020 18:00,4740.04,62.34,TRADE
VIC1,26-01-2020 18:30,4793.88,61.97,TRADE
VIC1,26-01-2020 19:00,4783.56,63.9,TRADE
VIC1,26-01-2020 19:30,4725.17,62.55,TRADE
VIC1,26-01-2020 20:00,4719.85,62.89,TRADE
VIC1,26-01-2020 20:30,4768.42,63.14,TRADE
VIC1,26-01-2020 21:00,4685.69,58.06,TRADE
VIC1,26-01-2020 21:30,4523.52,53.72,TRADE
VIC1,26-01-2020 22:00,4492.88,51.73,TRADE
VIC1,26-01-2020 22:30,4388.3,48.61,TRADE
VIC1,26-01-2020 23:00,4333.99,47.58,TRADE
VIC1,26-01-2020 23:30,4570.8,52.43,TRADE
VIC1,27-01-2020 00:00,4491.13,47.86,TRADE
VIC1,27-01-2020 00:30,4321.21,47.73,TRADE
VIC1,27-01-2020 01:00,4208.27,47.95,TRADE
VIC1,27-01-2020 01:30,4192.02,48.18,TRADE
VIC1,27-01-2020 02:00,4040.32,46.73,TRADE
VIC1,27-01-2020 02:30,3968.66,48.07,TRADE
VIC1,27-01-2020 03:00,3897.85,46.35,TRADE
VIC1,27-01-2020 03:30,3874.13,44.09,TRADE
VIC1,27-01-2020 04:00,3870.94,44.5,TRADE
VIC1,27-01-2020 04:30,3908.26,43.73,TRADE
VIC1,27-01-2020 05:00,3948.53,48.07,TRADE
VIC1,27-01-2020 05:30,4011.21,48.52,TRADE
VIC1,27-01-2020 06:00,4033.95,45.21,TRADE
VIC1,27-01-2020 06:30,4105.93,38.67,TRADE
VIC1,27-01-2020 07:00,4086.01,40.49,TRADE
VIC1,27-01-2020 07:30,4071.19,38.53,TRADE
VIC1,27-01-2020 08:00,4025.39,35.14,TRADE
VIC1,27-01-2020 08:30,4028.18,39.29,TRADE
VIC1,27-01-2020 09:00,4044.39,42.97,TRADE
VIC1,27-01-2020 09:30,3963.87,42.61,TRADE
VIC1,27-01-2020 10:00,3878.07,40.19,TRADE
VIC1,27-01-2020 10:30,3862.1,42.35,TRADE
VIC1,27-01-2020 11:00,3894.37,44.2,TRADE
VIC1,27-01-2020 11:30,3929.12,42.81,TRADE
VIC1,27-01-2020 12:00,3913.41,40.87,TRADE
VIC1,27-01-2020 12:30,3953.74,41.36,TRADE
VIC1,27-01-2020 13:00,4017.62,39.91,TRADE
VIC1,27-01-2020 13:30,4069.74,40.26,TRADE
VIC1,27-01-2020 14:00,4129.27,46.96,TRADE
VIC1,27-01-2020 14:30,4275.09,48.14,TRADE
VIC1,27-01-2020 15:00,4391.05,56.89,TRADE
VIC1,27-01-2020 15:30,4484.82,60.62,TRADE
VIC1,27-01-2020 16:00,4687.49,62.72,TRADE
VIC1,27-01-2020 16:30,4833.61,75.32,TRADE
VIC1,27-01-2020 17:00,4956.1,75.4,TRADE
VIC1,27-01-2020 17:30,4938.46,82.86,TRADE
VIC1,27-01-2020 18:00,4930.55,78.42,TRADE
VIC1,27-01-2020 18:30,5013.7,92.13,TRADE
VIC1,27-01-2020 19:00,4928.26,91.87,TRADE
VIC1,27-01-2020 19:30,4921.4,97.74,TRADE
VIC1,27-01-2020 20:00,4888.99,68.26,TRADE
VIC1,27-01-2020 20:30,4911.57,63.12,TRADE
VIC1,27-01-2020 21:00,4745.73,59.1,TRADE
VIC1,27-01-2020 21:30,4632.43,60.11,TRADE
VIC1,27-01-2020 22:00,4552.11,58.59,TRADE
VIC1,27-01-2020 22:30,4448.56,53.5,TRADE
VIC1,27-01-2020 23:00,4397.12,54.24,TRADE
VIC1,27-01-2020 23:30,4593,53.24,TRADE
VIC1,28-01-2020 00:00,4598.72,59.6,TRADE
VIC1,28-01-2020 00:30,4409.95,56.72,TRADE
VIC1,28-01-2020 01:00,4313.15,54.65,TRADE
VIC1,28-01-2020 01:30,4220.38,49.84,TRADE
VIC1,28-01-2020 02:00,4144.91,50.32,TRADE
VIC1,28-01-2020 02:30,4052.73,48.5,TRADE
VIC1,28-01-2020 03:00,4007.93,49.86,TRADE
VIC1,28-01-2020 03:30,4034.26,50.97,TRADE
VIC1,28-01-2020 04:00,4062.48,54.82,TRADE
VIC1,28-01-2020 04:30,4164.91,56.53,TRADE
VIC1,28-01-2020 05:00,4321.86,57.12,TRADE
VIC1,28-01-2020 05:30,4554.25,54.44,TRADE
VIC1,28-01-2020 06:00,4799.99,61.03,TRADE
VIC1,28-01-2020 06:30,5073.92,62.68,TRADE
VIC1,28-01-2020 07:00,5170.75,83.62,TRADE
VIC1,28-01-2020 07:30,5086.06,67.73,TRADE
VIC1,28-01-2020 08:00,5061.82,66.3,TRADE
VIC1,28-01-2020 08:30,5040.87,64.8,TRADE
VIC1,28-01-2020 09:00,4880.53,56.46,TRADE
VIC1,28-01-2020 09:30,4814.02,61.49,TRADE
VIC1,28-01-2020 10:00,4708.49,61.49,TRADE
VIC1,28-01-2020 10:30,4665.73,61.92,TRADE
VIC1,28-01-2020 11:00,4632.29,63.64,TRADE
VIC1,28-01-2020 11:30,4578.5,66.94,TRADE
VIC1,28-01-2020 12:00,4587.07,64.71,TRADE
VIC1,28-01-2020 12:30,4631.45,69.94,TRADE
VIC1,28-01-2020 13:00,4711.42,74.49,TRADE
VIC1,28-01-2020 13:30,4685.61,75.34,TRADE
VIC1,28-01-2020 14:00,4717.23,70.88,TRADE
VIC1,28-01-2020 14:30,4828.44,66.47,TRADE
VIC1,28-01-2020 15:00,4889.52,63.52,TRADE
VIC1,28-01-2020 15:30,5086.06,77.77,TRADE
VIC1,28-01-2020 16:00,5308.94,101.48,TRADE
VIC1,28-01-2020 16:30,5419.09,179.06,TRADE
VIC1,28-01-2020 17:00,5565.76,88.58,TRADE
VIC1,28-01-2020 17:30,5572.08,65.73,TRADE
VIC1,28-01-2020 18:00,5633.52,73.82,TRADE
VIC1,28-01-2020 18:30,5660.4,113.51,TRADE
VIC1,28-01-2020 19:00,5618.51,64.45,TRADE
VIC1,28-01-2020 19:30,5520.27,65.21,TRADE
VIC1,28-01-2020 20:00,5492.12,63.31,TRADE
VIC1,28-01-2020 20:30,5459.21,63.6,TRADE
VIC1,28-01-2020 21:00,5243.72,53.99,TRADE
VIC1,28-01-2020 21:30,5080.64,49.88,TRADE
VIC1,28-01-2020 22:00,4904.12,45.49,TRADE
VIC1,28-01-2020 22:30,4788.92,53.26,TRADE
VIC1,28-01-2020 23:00,4697.96,52.03,TRADE
VIC1,28-01-2020 23:30,4880.55,58.55,TRADE
VIC1,29-01-2020 00:00,4896.15,67.24,TRADE
VIC1,29-01-2020 00:30,4693.76,52.6,TRADE
VIC1,29-01-2020 01:00,4539.63,53.04,TRADE
VIC1,29-01-2020 01:30,4447.42,51.65,TRADE
VIC1,29-01-2020 02:00,4350.64,54.56,TRADE
VIC1,29-01-2020 02:30,4283.29,53.11,TRADE
VIC1,29-01-2020 03:00,4240.64,53.03,TRADE
VIC1,29-01-2020 03:30,4275.05,51,TRADE
VIC1,29-01-2020 04:00,4250.46,50.54,TRADE
VIC1,29-01-2020 04:30,4394.56,53.75,TRADE
VIC1,29-01-2020 05:00,4502.56,55.79,TRADE
VIC1,29-01-2020 05:30,4780.32,59.17,TRADE
VIC1,29-01-2020 06:00,5003.4,67.41,TRADE
VIC1,29-01-2020 06:30,5270.35,63.29,TRADE
VIC1,29-01-2020 07:00,5419.35,89.83,TRADE
VIC1,29-01-2020 07:30,5327.73,61.27,TRADE
VIC1,29-01-2020 08:00,5297.19,57.72,TRADE
VIC1,29-01-2020 08:30,5214.53,51.02,TRADE
VIC1,29-01-2020 09:00,5071.41,51.24,TRADE
VIC1,29-01-2020 09:30,5003.9,57.56,TRADE
VIC1,29-01-2020 10:00,4971.91,51.81,TRADE
VIC1,29-01-2020 10:30,4914.13,57.26,TRADE
VIC1,29-01-2020 11:00,4989.84,61.49,TRADE
VIC1,29-01-2020 11:30,5037.25,68.12,TRADE
VIC1,29-01-2020 12:00,5124.71,73.51,TRADE
VIC1,29-01-2020 12:30,5182.87,89.07,TRADE
VIC1,29-01-2020 13:00,5273.6,97.85,TRADE
VIC1,29-01-2020 13:30,5416.75,92.16,TRADE
VIC1,29-01-2020 14:00,5550.85,89.47,TRADE
VIC1,29-01-2020 14:30,5698.01,94.45,TRADE
VIC1,29-01-2020 15:00,5887.26,102.48,TRADE
VIC1,29-01-2020 15:30,6114.29,154.14,TRADE
VIC1,29-01-2020 16:00,6355.92,199.45,TRADE
VIC1,29-01-2020 16:30,6562.41,82.82,TRADE
VIC1,29-01-2020 17:00,6773.49,155.12,TRADE
VIC1,29-01-2020 17:30,6865.11,91.04,TRADE
VIC1,29-01-2020 18:00,6973.54,127.94,TRADE
VIC1,29-01-2020 18:30,6989.72,100.48,TRADE
VIC1,29-01-2020 19:00,6934.33,103.36,TRADE
VIC1,29-01-2020 19:30,6746.1,92.46,TRADE
VIC1,29-01-2020 20:00,6536.83,75.55,TRADE
VIC1,29-01-2020 20:30,6403.6,71.86,TRADE
VIC1,29-01-2020 21:00,6055.97,56,TRADE
VIC1,29-01-2020 21:30,5820.68,55.77,TRADE
VIC1,29-01-2020 22:00,5509.73,51.53,TRADE
VIC1,29-01-2020 22:30,5278.4,58.78,TRADE
VIC1,29-01-2020 23:00,5135.26,50.34,TRADE
VIC1,29-01-2020 23:30,5260.93,49.96,TRADE
VIC1,30-01-2020 00:00,5131.4,51.42,TRADE
VIC1,30-01-2020 00:30,4889.49,50.36,TRADE
VIC1,30-01-2020 01:00,4689.11,49.86,TRADE
VIC1,30-01-2020 01:30,4618.03,47.84,TRADE
VIC1,30-01-2020 02:00,4466.03,44.52,TRADE
VIC1,30-01-2020 02:30,4366.74,44.08,TRADE
VIC1,30-01-2020 03:00,4286.84,38.12,TRADE
VIC1,30-01-2020 03:30,4314.62,37.69,TRADE
VIC1,30-01-2020 04:00,4316.22,39.94,TRADE
VIC1,30-01-2020 04:30,4387.58,38.57,TRADE
VIC1,30-01-2020 05:00,4513.21,39.39,TRADE
VIC1,30-01-2020 05:30,4793.55,42.82,TRADE
VIC1,30-01-2020 06:00,4999.8,45.41,TRADE
VIC1,30-01-2020 06:30,5257.66,46.34,TRADE
VIC1,30-01-2020 07:00,5379.56,48.13,TRADE
VIC1,30-01-2020 07:30,5343.6,45.24,TRADE
VIC1,30-01-2020 08:00,5367.52,47.8,TRADE
VIC1,30-01-2020 08:30,5441.21,55.49,TRADE
VIC1,30-01-2020 09:00,5485.35,54.23,TRADE
VIC1,30-01-2020 09:30,5579.37,54.32,TRADE
VIC1,30-01-2020 10:00,5716.18,51.62,TRADE
VIC1,30-01-2020 10:30,5882.88,53.23,TRADE
VIC1,30-01-2020 11:00,6127.15,60.14,TRADE
VIC1,30-01-2020 11:30,6283.03,73.95,TRADE
VIC1,30-01-2020 12:00,6492.43,89.61,TRADE
VIC1,30-01-2020 12:30,6717.77,134.05,TRADE
VIC1,30-01-2020 13:00,6880.34,102.02,TRADE
VIC1,30-01-2020 13:30,7268.94,272.29,TRADE
VIC1,30-01-2020 14:00,7503.3,233.69,TRADE
VIC1,30-01-2020 14:30,7791.04,265.81,TRADE
VIC1,30-01-2020 15:00,8122.32,211.53,TRADE
VIC1,30-01-2020 15:30,8508.96,301.04,TRADE
VIC1,30-01-2020 16:00,8753.82,308.2,TRADE
VIC1,30-01-2020 16:30,8985.65,332.04,TRADE
VIC1,30-01-2020 17:00,9158.67,2122.89,TRADE
VIC1,30-01-2020 17:30,9143.58,1958.14,TRADE
VIC1,30-01-2020 18:00,9283.72,4589.99,TRADE
VIC1,30-01-2020 18:30,9268.21,11096.38,TRADE
VIC1,30-01-2020 19:00,9030.93,11948.35,TRADE
VIC1,30-01-2020 19:30,8767.01,211.63,TRADE
VIC1,30-01-2020 20:00,8537.84,300.42,TRADE
VIC1,30-01-2020 20:30,8192.74,148.86,TRADE
VIC1,30-01-2020 21:00,7641.47,97.68,TRADE
VIC1,30-01-2020 21:30,7131.77,82.1,TRADE
VIC1,30-01-2020 22:00,6664.18,65.19,TRADE
VIC1,30-01-2020 22:30,6234.14,74.91,TRADE
VIC1,30-01-2020 23:00,5933.96,74.31,TRADE
VIC1,30-01-2020 23:30,5984.06,74.5,TRADE
VIC1,31-01-2020 00:00,5718.76,63.97,TRADE
VIC1,31-01-2020 00:30,5355.78,71.82,TRADE
VIC1,31-01-2020 01:00,5136.11,77.03,TRADE
VIC1,31-01-2020 01:30,4940.76,68.99,TRADE
VIC1,31-01-2020 02:00,4798.8,68.28,TRADE
VIC1,31-01-2020 02:30,4707.65,68.54,TRADE
VIC1,31-01-2020 03:00,4658.31,55.63,TRADE
VIC1,31-01-2020 03:30,4649.81,49.61,TRADE
VIC1,31-01-2020 04:00,4684.01,48.86,TRADE
VIC1,31-01-2020 04:30,4760.5,32.83,TRADE
VIC1,31-01-2020 05:00,4866.76,31.91,TRADE
VIC1,31-01-2020 05:30,5185.5,53.63,TRADE
VIC1,31-01-2020 06:00,5411.53,68.15,TRADE
VIC1,31-01-2020 06:30,5743.38,87.45,TRADE
VIC1,31-01-2020 07:00,5998.5,92.56,TRADE
VIC1,31-01-2020 07:30,6109.73,74.5,TRADE
VIC1,31-01-2020 08:00,6378.33,77.4,TRADE
VIC1,31-01-2020 08:30,6731.03,86.48,TRADE
VIC1,31-01-2020 09:00,7041.11,84.06,TRADE
VIC1,31-01-2020 09:30,7304.25,94.65,TRADE
VIC1,31-01-2020 10:00,7531.54,98.38,TRADE
VIC1,31-01-2020 10:30,7875.38,103.18,TRADE
VIC1,31-01-2020 11:00,8073.66,94.97,TRADE
VIC1,31-01-2020 11:30,8249.31,94.86,TRADE
VIC1,31-01-2020 12:00,8300.77,121.95,TRADE
VIC1,31-01-2020 12:30,8356.35,267.99,TRADE
VIC1,31-01-2020 13:00,8520.98,236.15,TRADE
VIC1,31-01-2020 13:30,8616.37,128.77,TRADE
VIC1,31-01-2020 14:00,8351.12,294.04,TRADE
VIC1,31-01-2020 14:30,8532.72,211.8,TRADE
VIC1,31-01-2020 15:00,8885.27,10033.56,TRADE
VIC1,31-01-2020 15:30,9095.53,14700,TRADE
VIC1,31-01-2020 16:00,9134.39,7322.47,TRADE
VIC1,31-01-2020 16:30,9303.03,10110.91,TRADE
VIC1,31-01-2020 17:00,9507.26,14700,TRADE
VIC1,31-01-2020 17:30,9305.43,7430.59,TRADE
VIC1,31-01-2020 18:00,9238.22,14658.32,TRADE
VIC1,31-01-2020 18:30,9180.46,12492.44,TRADE
VIC1,31-01-2020 19:00,9023.92,9821.81,TRADE
VIC1,31-01-2020 19:30,8511.94,26.21,TRADE
VIC1,31-01-2020 20:00,8239.69,131.9,TRADE
VIC1,31-01-2020 20:30,7924.4,160.36,TRADE
VIC1,31-01-2020 21:00,7582.53,89.9,TRADE
VIC1,31-01-2020 21:30,7389.51,97.29,TRADE
VIC1,31-01-2020 22:00,6998.71,68.37,TRADE
VIC1,31-01-2020 22:30,6598.3,100,TRADE
VIC1,31-01-2020 23:00,6400.76,67.42,TRADE
VIC1,31-01-2020 23:30,6399.52,72.94,TRADE
VIC1,01-02-2020 00:00,6117.42,64.98,TRADE
