Month,Day,Year,TOTALDEMAND,dew_point,T2M_MAX,T2M_MIN,WS50M_MIN,WS50M_MAX,avg_temp,relative_humidity,avg_wind_speed,Date
10,9,2018,362303.97,19.5,24.6,24.2,1.6,7.3,24.4,73.7,4.5,09-10-2018
10,10,2018,374279.76,23.7,27.2,24.6,6.7,7.9,25.9,84.9,7.3,10-10-2018
10,11,2018,377391.14,24,27.3,26.9,5.6,7.7,27.1,82.7,6.7,11-10-2018
10,12,2018,376110.75,24.4,27.3,26.9,8,10.4,27.1,84.7,9.2,12-10-2018
10,13,2018,345328.26,23.5,26.9,25.1,1.2,9.1,26,86.4,5.1,13-10-2018
10,14,2018,328579.09,23.5,26.7,25.4,6.1,9.9,26,84.4,8,14-10-2018
10,15,2018,361917.75,21.9,26.4,24.3,2.4,7.5,25.4,82.5,5,15-10-2018
10,16,2018,361512.99,21.5,25.1,23.7,3.1,8.9,24.4,85.4,6,16-10-2018
10,17,2018,368464.36,24,26.8,25.4,4.5,13.8,26.1,88,9.2,17-10-2018
10,18,2018,366489.91,23.3,26.7,25.7,2.2,11.2,26.2,84.3,6.7,18-10-2018
10,19,2018,359173.49,23.6,26.6,25.5,2.2,11.6,26,85.8,6.9,19-10-2018
10,20,2018,340438.01,21.8,26.1,23.2,0.8,9.2,24.7,85.5,5,20-10-2018
10,21,2018,325043.35,21.1,25.1,23.8,3.1,6.4,24.4,80,4.7,21-10-2018
10,22,2018,352343.34,18.8,23.7,22.4,7.6,13.5,23,76.2,10.6,22-10-2018
10,23,2018,364246.36,16.7,22.9,22.1,8.9,10.8,22.5,69.7,9.8,23-10-2018
10,24,2018,357185.89,20.8,25.2,21.9,6.2,12.9,23.5,83.8,9.5,24-10-2018
10,25,2018,356070.94,20.5,25.2,23.3,5.1,7.6,24.3,80.3,6.3,25-10-2018
10,26,2018,354359.11,19,23.5,22.5,5.7,9.5,23,77.1,7.6,26-10-2018
10,27,2018,329003.99,18,24.8,22.2,4,11,23.5,69.7,7.5,27-10-2018
10,28,2018,326662.72,21.9,25.2,23.8,7,11.3,24.5,84,9.2,28-10-2018
10,29,2018,355893.62,21.7,25.1,23.1,3.6,8.8,24.1,85.7,6.2,29-10-2018
10,30,2018,361373.09,21.2,24.2,23.1,1.5,8.9,23.6,86.9,5.2,30-10-2018
10,31,2018,368474.48,18.3,24.3,23.4,8.8,13.5,23.8,69.7,11.1,31-10-2018
11,1,2018,381164.96,16.4,23,20.3,7.8,12.6,21.7,74,10.2,01-11-2018
11,2,2018,419751.41,14.6,20.7,19.8,8.4,12.7,20.3,69.1,10.5,02-11-2018
11,3,2018,371023.03,13.7,21.9,20.6,4.9,8.3,21.3,62.1,6.6,03-11-2018
11,4,2018,340465.65,15.7,22.7,21.9,5.8,7.8,22.3,65,6.8,04-11-2018
11,5,2018,383533.23,18.5,23.6,22.6,6.9,10.8,23.1,75.8,8.9,05-11-2018
11,6,2018,409234.09,19.5,23.7,22.8,4.7,10.5,23.3,78.8,7.6,06-11-2018
11,7,2018,388048.81,19,23.9,23.3,0.9,4.4,23.6,74.5,2.6,07-11-2018
11,8,2018,351229.05,19.8,23.2,22.4,2.7,8.1,22.8,83.4,5.4,08-11-2018
11,9,2018,346034.47,19.7,22.8,22.3,8.6,11.3,22.5,83.6,10,09-11-2018
11,10,2018,324640.2,19.3,23.3,22.5,6.7,9.7,22.9,79.6,8.2,10-11-2018
11,11,2018,317539.57,18.4,23.1,20.7,7.3,10.2,21.9,78.6,8.7,11-11-2018
11,12,2018,358085.91,13.9,20.7,19.9,2.8,9.2,20.3,66.7,6,12-11-2018
11,13,2018,371941.78,18.7,23.6,20.9,3.5,12.4,22.2,79,7.9,13-11-2018
11,14,2018,371102.07,19,23.5,19.7,5,13.9,21.6,81.9,9.4,14-11-2018
11,15,2018,364661.01,13.8,19.5,19.1,5.9,12.8,19.3,69.8,9.3,15-11-2018
11,16,2018,355842.95,12.6,19.9,18.9,5.5,7.3,19.4,65.3,6.4,16-11-2018
11,17,2018,329231.76,14.6,22.4,20,6.4,9.2,21.2,64.5,7.8,17-11-2018
11,18,2018,317407.11,17,22.2,20,2.6,9,21.1,78.6,5.8,18-11-2018
11,19,2018,349935.5,17.7,21.8,20.6,1.2,9.6,21.2,79.8,5.4,19-11-2018
11,20,2018,362262.84,18,22.4,19.4,5.2,11.9,20.9,84.4,8.6,20-11-2018
11,21,2018,371467.79,12.8,19.7,17.7,3.4,12.4,18.7,70.2,7.9,21-11-2018
11,22,2018,349876.27,15.7,22.9,17.7,3.2,19.4,20.3,74.4,11.3,22-11-2018
11,23,2018,337354.1,16.1,22.7,17.5,9,15.8,20.1,79.1,12.4,23-11-2018
11,24,2018,315791.65,11.1,17.4,16.6,4.7,9.9,17,68.4,7.3,24-11-2018
11,25,2018,317716.6,13.3,18.8,16.9,5.5,8,17.9,75.6,6.8,25-11-2018
11,26,2018,353624.31,15,21.2,17.8,2.9,13.8,19.5,72.3,8.4,26-11-2018
11,27,2018,367891.85,11.9,17.4,16.7,4.3,12.5,17.1,71.7,8.4,27-11-2018
11,28,2018,371966.64,14.2,19.9,17.3,3.9,9.3,18.6,73.7,6.6,28-11-2018
11,29,2018,358647.2,17.4,22.4,17.2,9,21.6,19.8,85.3,15.3,29-11-2018
11,30,2018,355085.69,11.3,17.1,16.1,2.1,11,16.6,70.4,6.5,30-11-2018
12,1,2018,334172.28,12.5,21,16.7,1.9,17.2,18.8,68.8,9.6,01-12-2018
12,2,2018,343900.36,11,19.3,15.3,4,16.9,17.3,71.1,10.4,02-12-2018
12,3,2018,365263.5,8.8,18.6,15.3,0.9,3.9,16.9,59.5,2.4,03-12-2018
12,4,2018,369724.63,14.6,20.3,18.6,4.1,11.1,19.5,72.3,7.6,04-12-2018
12,5,2018,363166.35,18.2,21.8,20.4,7.5,13.9,21.1,82.3,10.7,05-12-2018
12,6,2018,373067.93,17.3,21.6,18.4,6,10.9,20,86.7,8.4,06-12-2018
12,7,2018,375995.77,20.3,21.9,21.5,11.4,14.1,21.7,91.9,12.8,07-12-2018
12,8,2018,363597.77,18.1,21.5,19.8,5.9,13.3,20.7,87.1,9.6,08-12-2018
12,9,2018,364157.72,14.2,21.1,15.2,11.4,17.5,18.1,73.3,14.4,09-12-2018
12,10,2018,395245,10.2,15.7,14.3,6,10.8,15,73,8.4,10-12-2018
12,11,2018,380037.75,11.3,16.7,15.2,5.6,6.8,16,75.6,6.2,11-12-2018
12,12,2018,380616.64,16.9,21.9,16.9,6.1,22.2,19.4,83.6,14.1,12-12-2018
12,13,2018,394278.58,13.3,22.8,15.1,6.1,27.1,19,78.4,16.6,13-12-2018
12,14,2018,382837.8,11.5,19.3,14.7,1.9,15.1,17,72.1,8.5,14-12-2018
12,15,2018,367497.14,9.6,15.3,14.3,10.5,15.3,14.8,72.2,12.9,15-12-2018
12,16,2018,367579.26,9.1,15.4,14.2,3.2,10.2,14.8,68,6.7,16-12-2018
12,17,2018,412252.81,13.1,21.1,15.6,3.1,22.9,18.3,70.3,13,17-12-2018
12,18,2018,402862.32,15.1,21.7,16.6,9.6,22.6,19.2,76.1,16.1,18-12-2018
12,19,2018,398894.7,11.3,18.5,16.3,6,14.2,17.4,67.5,10.1,19-12-2018
12,20,2018,417779.02,11.8,19.2,17,10.2,19.4,18.1,65.5,14.8,20-12-2018
12,21,2018,371284.12,11.2,16.7,15.4,8.6,13.6,16.1,72.8,11.1,21-12-2018
12,22,2018,328405.46,10.8,18.2,15.3,5.2,12.7,16.7,69.8,9,22-12-2018
12,23,2018,316094.25,14.4,18.3,16,7.2,12.1,17.2,84.3,9.7,23-12-2018
12,24,2018,335314.88,14.7,20.1,14.7,4.4,18.2,17.4,80.7,11.3,24-12-2018
12,25,2018,329140.55,9.7,15.1,14.5,5.4,11.3,14.8,71.4,8.3,25-12-2018
12,26,2018,357880.07,10.4,18.7,14.9,1.9,11.4,16.8,68.4,6.7,26-12-2018
12,27,2018,405457.46,15.6,19.7,16.4,7.3,13.7,18.1,83.6,10.5,27-12-2018
12,28,2018,421027.63,10.8,18.8,13.1,9.6,25.6,16,75.9,17.6,28-12-2018
12,29,2018,407376.71,9,13.1,12.6,11.4,17.2,12.8,76.9,14.3,29-12-2018
12,30,2018,402263.51,8.2,13.3,12,14.2,18.3,12.7,74.7,16.3,30-12-2018
12,31,2018,405023.08,8.1,13.8,12.1,10.6,18.3,12.9,71.9,14.4,31-12-2018
1,1,2019,389964.07,9,15,13.7,7,11.9,14.4,69.8,9.5,01-01-2019
1,2,2019,419793.03,11.3,17.5,13.8,5.4,15.1,15.7,74.9,10.3,02-01-2019
1,3,2019,413402.43,9.6,15,12.9,8.6,10.9,14,76,9.8,03-01-2019
1,4,2019,441857.98,8.8,13.3,13,6,11.7,13.1,74.8,8.8,04-01-2019
1,5,2019,412076.9,9.9,17.2,13.2,5,20.6,15.2,68.8,12.8,05-01-2019
1,6,2019,333009.61,9.8,17.1,12.2,7.1,17.2,14.6,77.6,12.2,06-01-2019
1,7,2019,372457.04,8.5,14.5,12.1,6.8,11.5,13.3,71.6,9.1,07-01-2019
1,8,2019,411339.27,8.7,15.7,13.5,3.9,10.5,14.6,71,7.2,08-01-2019
1,9,2019,409963.4,10.1,17.3,10.6,11.3,23.9,14,74.5,17.6,09-01-2019
1,10,2019,387672.63,7.8,15.8,11.3,8.5,16.3,13.5,69.7,12.4,10-01-2019
1,11,2019,398542.65,9.9,16.5,11.4,12.6,19.4,14,72.1,16,11-01-2019
1,12,2019,405159.36,7.5,12.9,11.2,9.7,14.8,12,73.9,12.3,12-01-2019
1,13,2019,368840.45,8.8,12.8,11.6,5.6,9.5,12.2,78.9,7.6,13-01-2019
1,14,2019,438517.06,7.9,13,12,6.3,7.6,12.5,73.2,6.9,14-01-2019
1,15,2019,479784.41,7.7,15,12.5,5,6.7,13.7,68.4,5.8,15-01-2019
1,16,2019,495056.95,11.3,17.8,14.6,6.7,20,16.2,70.7,13.4,16-01-2019
1,17,2019,499342.29,10.1,16.8,13.1,3.3,13,15,77.1,8.2,17-01-2019
1,18,2019,503885.71,8.8,17.1,11.2,14.1,18.7,14.2,72.2,16.4,18-01-2019
1,19,2019,408832.77,7,12.2,11.5,13.5,17.3,11.8,72.2,15.4,19-01-2019
1,20,2019,374243.08,9.5,17.3,12.3,8.4,20.5,14.8,73.6,14.4,20-01-2019
1,21,2019,426895.13,11,17.9,11.9,13.1,23.4,14.9,77,18.3,21-01-2019
1,22,2019,468416.48,9.1,15.3,12,7,15.5,13.6,75,11.3,22-01-2019
1,23,2019,447839.37,7.5,13,12,2.7,11.3,12.5,71.2,7,23-01-2019
1,24,2019,432182.05,9.9,17.2,12.2,3.7,18.7,14.7,71.8,11.2,24-01-2019
1,25,2019,490637.4,6.8,12.2,11.6,9,17.4,11.9,70.6,13.2,25-01-2019
1,26,2019,466392.85,10.2,17.1,11.9,5.1,20.8,14.5,74.8,12.9,26-01-2019
1,27,2019,427374.36,8.1,15.8,10.7,16,24.5,13.2,74.8,20.3,27-01-2019
1,28,2019,404988.83,7.1,12.7,10.9,4.4,15.7,11.8,72.3,10.1,28-01-2019
1,29,2019,477833.8,8.7,16.2,11,5.1,22.8,13.6,71.4,14,29-01-2019
1,30,2019,476721.35,6.8,11.7,10.5,10.3,23.6,11.1,74.8,17,30-01-2019
1,31,2019,477584.32,8.8,17,11.8,5.2,20.9,14.4,69.5,13,31-01-2019
2,1,2019,377980.32,10.2,18.2,11.7,13.5,29.5,14.9,75.3,21.5,01-02-2019
2,2,2019,376000.48,7.7,14.3,11.7,12.3,18.2,13,70.3,15.3,02-02-2019
2,3,2019,403063.42,8,14.7,13.4,3.2,16.8,14,68.3,10,03-02-2019
2,4,2019,458062.86,12.4,17.3,15.2,5.8,19.4,16.3,74.2,12.6,04-02-2019
2,5,2019,435978.32,8.5,15.5,11.1,7.6,11,13.3,73.6,9.3,05-02-2019
2,6,2019,437647.65,9.6,16.2,11,5.8,18.2,13.6,81.8,12,06-02-2019
2,7,2019,445942.62,13.1,18.1,15.2,4,19.4,16.7,82.8,11.7,07-02-2019
2,8,2019,434489.73,12.2,17.7,11.3,8.4,13.9,14.5,81.2,11.2,08-02-2019
2,9,2019,377031.54,9.2,15.2,10.4,6.3,13.8,12.8,83.7,10,09-02-2019
2,10,2019,336664.96,11.4,18,11.2,9.4,16.1,14.6,82.5,12.8,10-02-2019
2,11,2019,393001.18,5.8,12.2,10.7,2.6,9.7,11.4,69.9,6.1,11-02-2019
2,12,2019,432217.63,10.7,17.1,11.2,6.4,18.2,14.2,76.6,12.3,12-02-2019
2,13,2019,384665.35,6.4,13,9.8,1.8,16.7,11.4,74.7,9.2,13-02-2019
2,14,2019,377736.4,8.2,13.9,10.2,9.2,13.6,12.1,82.5,11.4,14-02-2019
2,15,2019,381144.81,5.9,11,9.9,2.8,11.9,10.5,73.1,7.3,15-02-2019
2,16,2019,361427.65,11.8,16.9,10.8,3.5,17.9,13.8,81.6,10.7,16-02-2019
2,17,2019,375050.32,9.4,17.1,11.9,6.3,17.1,14.5,77.9,11.7,17-02-2019
2,18,2019,436376.9,6.9,13.2,12,8.1,10.4,12.6,68.5,9.2,18-02-2019
2,19,2019,416317.55,6.6,13.5,12,0.4,9.3,12.8,64.9,4.8,19-02-2019
2,20,2019,389681.02,13.6,17.5,13.8,7.8,16.6,15.6,84.8,12.2,20-02-2019
2,21,2019,387004.43,12.6,17.1,13.3,1.2,12,15.2,85.5,6.6,21-02-2019
2,22,2019,371139.66,6.8,13.4,11.4,0.8,9.5,12.4,67,5.2,22-02-2019
2,23,2019,337364.27,10.6,18.7,11.7,2.4,22.9,15.2,80.1,12.6,23-02-2019
2,24,2019,327018.42,5.8,13.3,9.6,1.2,18.5,11.4,71.2,9.9,24-02-2019
2,25,2019,371206.96,7.5,15.7,9.5,0.9,12.2,12.6,70.1,6.5,25-02-2019
2,26,2019,382472.21,13.2,16.8,13.1,8,16.3,14.9,87.7,12.1,26-02-2019
2,27,2019,388457.76,7.3,13.8,11.8,3.8,12.2,12.8,70,8,27-02-2019
2,28,2019,402960.73,7.5,15.7,11.5,1.2,9.2,13.6,67.8,5.2,28-02-2019
3,1,2019,395114.63,14.3,17,14.2,9.6,14.3,15.6,89.8,11.9,01-03-2019
3,2,2019,371762.57,8,14,12.3,8,10.2,13.1,72.2,9.1,02-03-2019
3,3,2019,371859.58,5.8,12.5,11.2,2.4,9.3,11.9,66.9,5.9,03-03-2019
3,4,2019,423437.28,13.3,17.7,12.7,6.7,20.1,15.2,88,13.4,04-03-2019
3,5,2019,427310.13,11.2,17.6,12.3,10.2,19.8,15,80,15,05-03-2019
3,6,2019,411445.42,6,13.2,10.7,0.7,10.1,12,67.3,5.4,06-03-2019
3,7,2019,370578.01,14,18.7,13.6,8.3,23,16.2,84.6,15.7,07-03-2019
3,8,2019,394532.84,10.7,17.5,11.4,12.3,18.1,14.5,78.4,15.2,08-03-2019
3,9,2019,362875.77,5.8,12,11.1,1,12.7,11.5,67.3,6.8,09-03-2019
3,10,2019,369920.95,7.2,16.2,11.1,1.2,8,13.6,64.2,4.6,10-03-2019
3,11,2019,407017.42,14.9,18.7,15.5,7.5,18.9,17.1,85.9,13.2,11-03-2019
3,12,2019,422641.49,13.8,17.9,16.2,10.9,17,17,82.6,13.9,12-03-2019
3,13,2019,387756.25,12.9,16.8,16.2,7.8,12.9,16.5,79.6,10.3,13-03-2019
3,14,2019,397805.54,9.9,17,14.2,10.7,18.2,15.6,69.4,14.4,14-03-2019
3,15,2019,369223,7.2,14,12.4,0.7,10.4,13.2,67.8,5.6,15-03-2019
3,16,2019,343770.81,12.7,16.3,13,5,16.7,14.7,84.2,10.9,16-03-2019
3,17,2019,342166.67,8.4,15.4,12.5,3.1,16.8,14,70.9,9.9,17-03-2019
3,18,2019,367596.15,8.5,15.7,11.3,5.6,17.5,13.5,74.5,11.6,18-03-2019
3,19,2019,377264.35,5.6,13.8,11.6,2.4,7.2,12.7,63.6,4.8,19-03-2019
3,20,2019,383777.13,10.8,15.4,13.8,4,7.7,14.6,77.5,5.8,20-03-2019
3,21,2019,385298.45,12.6,16.8,15.1,3.1,8.2,15.9,79.4,5.7,21-03-2019
3,22,2019,378908.95,14.6,17.2,16.5,8.7,17.3,16.8,87.2,13,22-03-2019
3,23,2019,351117.64,10.7,16.9,12.6,3.9,14.4,14.7,80.1,9.2,23-03-2019
3,24,2019,361682.84,8.8,16.4,11,6.7,18.2,13.7,77.1,12.4,24-03-2019
3,25,2019,378681.56,7.6,13.5,12.3,1.5,10.8,12.9,69.2,6.2,25-03-2019
3,26,2019,363671.45,11.4,15.8,13.1,6.1,16.6,14.4,79.7,11.4,26-03-2019
3,27,2019,366328.14,9.5,17.9,12.3,8.3,27.2,15.1,74.3,17.8,27-03-2019
3,28,2019,375162.05,10.5,16.3,12.5,6.9,19,14.4,75,13,28-03-2019
3,29,2019,377522.46,7.4,12.2,10.6,8.5,11.1,11.4,76.6,9.8,29-03-2019
3,30,2019,339236.5,6.9,12,11.2,3.6,8.7,11.6,71.9,6.1,30-03-2019
3,31,2019,314348.3,13.1,16.4,11,8.8,16.3,13.7,91.6,12.6,31-03-2019
4,1,2019,351476.01,9.4,16.4,12.2,3.1,17.6,14.3,72.2,10.4,01-04-2019
4,2,2019,367021.54,8.8,15,10.9,0.4,17,12.9,77.1,8.7,02-04-2019
4,3,2019,366432.09,6.6,12.3,10.5,8.7,11.2,11.4,72.4,9.9,03-04-2019
4,4,2019,371788.38,6.3,14,10.9,9.7,14.3,12.4,68.1,12,04-04-2019
4,5,2019,369178.62,10.5,16,14.1,10,16.1,15,73.2,13.1,05-04-2019
4,6,2019,340687.24,12.7,16.1,14.5,6.1,16.1,15.3,83.6,11.1,06-04-2019
4,7,2019,336440.22,10,15.9,14.1,1.7,11,15,73.6,6.4,07-04-2019
4,8,2019,377170.46,12.7,16,12.5,2.8,11.7,14.2,86.4,7.3,08-04-2019
4,9,2019,369461.82,7.9,12.2,10.8,6.7,15.6,11.5,78.5,11.2,09-04-2019
4,10,2019,362749.79,5.9,12,11.5,3.2,15.1,11.7,67,9.1,10-04-2019
4,11,2019,368354.92,11.4,16.8,11.9,3.7,21.2,14.4,81.3,12.4,11-04-2019
4,12,2019,365552.25,8.2,13.6,11.2,3.9,17.8,12.4,76.6,10.8,12-04-2019
4,13,2019,337323.9,7.8,12.8,11.2,4,12.3,12,77,8.1,13-04-2019
4,14,2019,327531.46,6.9,13,12.6,5.1,11.3,12.8,67.5,8.2,14-04-2019
4,15,2019,354534.53,10.9,16.1,13.1,7.4,13.6,14.6,79.8,10.5,15-04-2019
4,16,2019,362491.09,12.4,16.4,14,9,13.6,15.2,82,11.3,16-04-2019
4,17,2019,366860.38,8.3,15.9,14,4,8.7,15,62.7,6.3,17-04-2019
4,18,2019,364448.61,12.5,16.3,13.1,7.3,16.2,14.7,87.2,11.8,18-04-2019
4,19,2019,326458.26,10.8,15.5,14.6,3.8,16.2,15,75.4,10,19-04-2019
4,20,2019,326611.28,11,16.7,14.4,1.3,12,15.6,73.7,6.6,20-04-2019
4,21,2019,319455.43,7.1,14.5,13.4,1.3,9.6,14,63,5.5,21-04-2019
4,22,2019,328846.89,11.6,16.4,14.5,2.6,4.8,15.5,77.4,3.7,22-04-2019
4,23,2019,359366.97,13.3,17.1,15.5,3.4,8,16.3,81.2,5.7,23-04-2019
4,24,2019,357156.12,11.7,16.1,14.8,4.9,9.5,15.4,78.1,7.2,24-04-2019
4,25,2019,329019.35,15.2,17.7,16,8.8,15.3,16.8,89.5,12,25-04-2019
4,26,2019,344795.94,17.5,18.1,17.6,11.1,14.3,17.9,97.6,12.7,26-04-2019
4,27,2019,330965.18,17.4,18.2,17.6,10.3,15.5,17.9,97.4,12.9,27-04-2019
4,28,2019,326888.64,11.3,17.8,13.7,7.5,16.7,15.8,77.4,12.1,28-04-2019
4,29,2019,367059.31,8.5,14.2,13.4,2.9,7.2,13.8,70.5,5,29-04-2019
4,30,2019,370902.83,8.5,15.1,13.5,2.2,7.7,14.3,67.9,5,30-04-2019
5,1,2019,367460.33,13.8,17.7,15.1,8.6,16.8,16.4,84.6,12.7,01-05-2019
5,2,2019,376775.68,17.9,18.8,17.8,11.6,16.4,18.3,95.9,14,02-05-2019
5,3,2019,375204.66,14.6,18.1,16.8,1.3,10,17.4,85.2,5.7,03-05-2019
5,4,2019,344386.19,12.8,17.2,14.5,1.2,13.1,15.8,86.3,7.2,04-05-2019
5,5,2019,337390.23,11.7,16.8,15,4.5,11,15.9,74.7,7.8,05-05-2019
5,6,2019,368215.09,13,17.1,15.2,6.4,17.3,16.2,79.9,11.9,06-05-2019
5,7,2019,376987.01,17.4,18.7,16.4,8.4,15.4,17.6,95.9,11.9,07-05-2019
5,8,2019,377794.85,12.2,17.8,15.5,1.3,9.5,16.7,74.7,5.4,08-05-2019
5,9,2019,386451.74,10.1,16.9,15.5,0.7,7.8,16.2,67.1,4.3,09-05-2019
5,10,2019,400139.53,15.3,18.2,16.7,0.3,6.8,17.4,85.2,3.6,10-05-2019
5,11,2019,364506.14,15.1,18.4,17.9,0.4,4.7,18.2,82.3,2.5,11-05-2019
5,12,2019,355635.03,15,18.5,17.1,2.9,7.4,17.8,81.1,5.1,12-05-2019
5,13,2019,384807.54,11.6,16.8,16.1,6.1,9.1,16.5,72.5,7.6,13-05-2019
5,14,2019,384033.72,10,17,16.6,2.8,7.8,16.8,63.8,5.3,14-05-2019
5,15,2019,386144.48,10.3,16.9,15.9,2,7.5,16.4,66.5,4.8,15-05-2019
5,16,2019,387151.66,13.2,17.6,16.2,6.3,11.2,16.9,77.9,8.8,16-05-2019
5,17,2019,379041.57,12.8,17.6,16.3,8.6,11.4,16.9,76.7,10,17-05-2019
5,18,2019,352836.33,12.6,16.4,16.1,7.8,9.4,16.2,79,8.6,18-05-2019
5,19,2019,347083.15,12.6,17.1,16.3,8.1,11.2,16.7,76.5,9.6,19-05-2019
5,20,2019,380743.48,13,18.2,16.6,10,12.8,17.4,74.4,11.4,20-05-2019
5,21,2019,374613.5,14.8,18.7,18.2,12.1,14.3,18.4,79.5,13.2,21-05-2019
5,22,2019,378827.41,16.7,18.9,18.7,12.6,13.6,18.8,87.5,13.1,22-05-2019
5,23,2019,376934.89,18,19.4,18.8,13,15.8,19.1,93.4,14.4,23-05-2019
5,24,2019,375057.33,18.9,19.5,18.9,4.5,13.7,19.2,97.8,9.1,24-05-2019
5,25,2019,347478,16.2,19.2,18.8,6.4,9.3,19,83.5,7.8,25-05-2019
5,26,2019,339562.36,14.4,19.5,18.4,6.8,12.4,19,74.2,9.6,26-05-2019
5,27,2019,400773.23,17.2,19.2,18,10.4,12.9,18.6,91.1,11.7,27-05-2019
5,28,2019,412787.86,16.6,19.1,17.9,7.3,12,18.5,88.2,9.7,28-05-2019
5,29,2019,408600.29,18.1,19.2,18.8,5,7.5,19,94.1,6.2,29-05-2019
5,30,2019,425305.22,18.1,19.4,19.1,5.4,9.6,19.2,93.4,7.5,30-05-2019
5,31,2019,429848.02,15.5,19.4,19.1,3.9,5.7,19.2,78.6,4.8,31-05-2019
6,1,2019,386471.84,18.8,20.5,19.2,3.1,14.8,19.8,93.1,9,01-06-2019
6,2,2019,380481.36,17.8,20.1,19.4,3.7,10.5,19.7,88.8,7.1,02-06-2019
6,3,2019,417977.66,16.2,19.5,17.4,4.2,12.7,18.4,87.3,8.4,03-06-2019
6,4,2019,460948.34,15.8,19,18.1,10.5,11.8,18.5,82.6,11.1,04-06-2019
6,5,2019,450513.89,15.4,19.3,18.8,5.7,9.9,19.1,78.6,7.8,05-06-2019
6,6,2019,436577.87,16.2,19.5,18.5,1.5,5.4,19,83.7,3.5,06-06-2019
6,7,2019,429584.57,16.6,19.9,19.4,0.6,5.1,19.6,82.6,2.8,07-06-2019
6,8,2019,408618.3,18.3,21,19.4,4.7,14.8,20.2,89.3,9.7,08-06-2019
6,9,2019,362751.07,19.1,21.2,19.1,2.5,16.2,20.2,92.2,9.4,09-06-2019
6,10,2019,358349.18,18.6,20.7,18.6,1.6,15.6,19.7,93.2,8.6,10-06-2019
6,11,2019,390592.47,19.9,21,20.2,10.4,14.6,20.6,96.2,12.5,11-06-2019
6,12,2019,393951.76,19.6,21.3,19.3,5.7,17.4,20.3,94.9,11.5,12-06-2019
6,13,2019,388685.51,16.4,19.9,19.1,7.3,9.6,19.5,81.6,8.5,13-06-2019
6,14,2019,401686.54,15.3,19.2,18.1,3.4,7.5,18.6,81.4,5.4,14-06-2019
6,15,2019,386271.52,17.5,21.4,19.2,6,12.1,20.3,84,9.1,15-06-2019
6,16,2019,393931.12,21.4,22.5,21.5,6.2,14.7,22,96.7,10.5,16-06-2019
6,17,2019,423506.5,20.7,22.3,21.3,6.7,14,21.8,94.1,10.4,17-06-2019
6,18,2019,418468.11,19.6,21.5,20.9,1.3,6.4,21.2,90.9,3.9,18-06-2019
6,19,2019,426133.57,19.2,21.2,19.9,1.9,8.7,20.5,92.8,5.3,19-06-2019
6,20,2019,452944.61,21.6,22.5,21.3,3.1,14.7,21.9,96.9,8.9,20-06-2019
6,21,2019,457011.74,21.5,22.4,21.6,2.5,14.2,22,96.7,8.3,21-06-2019
6,22,2019,438201.08,21.4,22.4,21.7,4,12.7,22.1,96.2,8.3,22-06-2019
6,23,2019,428294.53,22.1,22.9,21.9,7.1,11.6,22.4,96.9,9.3,23-06-2019
6,24,2019,453623.47,22.6,23.1,22.8,8.9,11.1,22.9,98,10,24-06-2019
6,25,2019,440453.31,21.7,22.8,21.2,6.7,10.9,22,96.3,8.8,25-06-2019
6,26,2019,430613.73,17.4,21.1,19.8,3.3,7.7,20.4,82.9,5.5,26-06-2019
6,27,2019,424715.41,15.9,20.6,19.8,0.5,4.4,20.2,76.4,2.4,27-06-2019
6,28,2019,414434.81,19.9,22.9,20.7,5,14.1,21.8,87.7,9.6,28-06-2019
6,29,2019,385371.5,22.3,23.2,22.6,9.3,15.5,22.9,96.3,12.4,29-06-2019
6,30,2019,374372.89,22.4,23.3,22.7,9,11.6,23,96.5,10.3,30-06-2019
7,1,2019,425624.34,22.9,23.5,23.2,11,12.9,23.4,97.1,12,01-07-2019
7,2,2019,435288.58,23.1,23.7,23.3,8.9,11.1,23.5,97.5,10,02-07-2019
7,3,2019,436841.3,23.3,23.9,23.7,6.2,9.3,23.8,97.5,7.8,03-07-2019
7,4,2019,426836.76,23.4,24,23.7,5.7,6.9,23.8,97.4,6.3,04-07-2019
7,5,2019,417661.72,23.3,24.7,24,5.5,8.7,24.3,94.3,7.1,05-07-2019
7,6,2019,384909.39,23.6,24.7,24.4,2.1,5.9,24.5,94.3,4,06-07-2019
7,7,2019,378234.2,24,25,24.5,4.8,7.4,24.8,95.3,6.1,07-07-2019
7,8,2019,408758.73,24.4,25.3,24.6,4.6,8.8,24.9,96.9,6.7,08-07-2019
7,9,2019,416095.11,24.2,25.3,25,6.5,9.6,25.1,94.4,8.1,09-07-2019
7,10,2019,425865.77,22.3,24.9,23.3,6.5,9.3,24.1,88.5,7.9,10-07-2019
7,11,2019,417744.76,20,23.1,22.2,5.7,10.8,22.7,84.4,8.3,11-07-2019
7,12,2019,408524.73,17.4,22.4,21.8,3.6,7.6,22.1,74.2,5.6,12-07-2019
7,13,2019,395590.77,20.1,24.2,22.2,2.8,7.9,23.2,83.3,5.4,13-07-2019
7,14,2019,402724.94,22.9,24.7,24,1.7,7.9,24.3,91.7,4.8,14-07-2019
7,15,2019,424033.6,24.3,25.2,24.7,7,12.3,24.9,95.9,9.6,15-07-2019
7,16,2019,427047.46,21.3,24.6,23.2,5.2,7.3,23.9,87.3,6.2,16-07-2019
7,17,2019,416337.41,21.1,24.2,23.3,6,7.6,23.7,83.8,6.8,17-07-2019
