Month,Day,TOTALDEMAND,date,Day,Hourly_Counts,YEAR,relative_humidity,dew_temp,max_temp,min_temp,temp2m,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M
11,9,225013.9,09-11-2018,Friday,33459.5,2018,60.31,6.02,19.09,8.15,13.5,0.05,0.03,6.54,5.41,3.71,2.83
11,10,200407.1,10-11-2018,Saturday,27905,2018,60.34,7.49,21.97,9.29,15.05,0.69,0.49,6.13,4.74,3.19,2.57
11,11,189205.78,11-11-2018,Sunday,19073,2018,63.8,8.22,22.1,9.75,14.95,2.29,2.3,5.33,4.06,3.6,2.88
11,12,228319.19,12-11-2018,Monday,30515.5,2018,49.72,8.73,29.47,10.04,19.49,2.09,1.43,7.11,3.67,4.33,2.78
11,13,240370.53,13-11-2018,Tuesday,30018,2018,53.82,11.58,27.17,16.31,21.24,1.67,0.96,11.45,8.18,8.21,5.3
11,14,232975.16,14-11-2018,Wednesday,31603.5,2018,79.75,12.83,21.62,12.03,16.3,2.49,2.1,6.61,5.87,3.96,3.29
11,15,217256.68,15-11-2018,Thursday,35176.5,2018,64.73,6.7,17.94,8.81,13.12,5.52,3.31,8.01,7.13,7.01,5.31
11,16,214811.85,16-11-2018,Friday,42310.5,2018,58.57,5.44,21.19,7.9,13.34,1.98,1.52,7.43,6.63,4.81,3.73
11,17,180997.84,17-11-2018,Saturday,32257,2018,60.73,5.92,19.66,7.24,13.28,6.26,3.59,8.57,7.46,7.33,5.52
11,18,184086.26,18-11-2018,Sunday,23746.5,2018,55.28,8.6,26.64,8.4,17.62,0.77,0.3,6.54,4.07,3.88,2.64
11,19,227957.07,19-11-2018,Monday,29221,2018,43.61,8.75,29.32,13.56,21.7,4.78,2.69,9.81,7.68,7.25,4.83
11,20,236661.25,20-11-2018,Tuesday,25294,2018,64.74,14.2,25.89,15.08,20.98,1.79,1.04,11.5,7.46,6.77,4.55
11,21,213236.39,21-11-2018,Wednesday,26883.5,2018,62.63,8.25,22.28,10.17,15.26,1.92,1.65,8.1,6.12,5.25,4.01
11,22,214557.66,22-11-2018,Thursday,31361,2018,77,6.74,13.46,8.1,10.58,2.05,1.79,11.9,8.99,6.07,4.57
11,23,227165.2,23-11-2018,Friday,32413.5,2018,86.49,9.02,13.3,9.28,11.2,9.45,7.04,12.33,9.68,11.27,8.71
11,24,202704.24,24-11-2018,Saturday,27764,2018,77.37,9.73,17.36,10.87,13.58,5.3,3.24,9.27,6.99,7.36,5.64
11,25,192480.82,25-11-2018,Sunday,19669.5,2018,74.06,9.7,19.37,10.29,14.2,4.26,2.69,6.8,5.88,5.4,4.08
11,26,221095.21,26-11-2018,Monday,28388,2018,71.74,10.09,20.22,11.06,15.09,2.56,2.51,5.57,3.8,4.1,3.18
11,27,219412.84,27-11-2018,Tuesday,27986,2018,75.38,10.77,20.96,10.88,15.04,2.2,2.24,7.09,5.88,4.85,3.96
11,28,213369.65,28-11-2018,Wednesday,30148.5,2018,75.63,11.54,20.64,12.31,15.78,6.84,4.55,9.81,8.32,8.28,6.53
11,29,225173.48,29-11-2018,Thursday,32248.5,2018,74.96,10.7,19.4,11.76,15.05,4.6,3.24,6.79,4.98,5.45,4.33
11,30,220063.64,30-11-2018,Friday,42285.5,2018,64.78,9.37,23.01,10.89,15.92,2.34,1.6,6.07,5.54,4.1,3.18
12,1,196870.65,01-12-2018,Saturday,40882,2018,43.35,7.81,29.66,9.05,20.76,2.62,1.73,14.15,9.04,8.73,6.04
12,2,177806.13,02-12-2018,Sunday,19769,2018,59.17,7.41,19.18,11.23,15.26,6.71,3.84,12.12,8.29,8.78,6.57
12,3,215332.61,03-12-2018,Monday,28701,2018,67.5,9.55,21.49,10.09,15.47,6.91,4.26,11.82,9.33,9.46,6.98
12,4,223436.15,04-12-2018,Tuesday,31488.5,2018,70.3,10.3,21.78,11.12,15.62,4.03,3.14,6.71,5.29,5.28,4.02
12,5,228450.24,05-12-2018,Wednesday,35513,2018,63.5,10.22,25.32,10.26,17.12,1.5,1.58,5.03,3.56,3.52,2.63
12,6,270904.52,06-12-2018,Thursday,35412.5,2018,48.01,12.49,33.4,12.38,24.16,0.87,0.63,10.15,7.21,6.69,4.44
12,7,313296.81,07-12-2018,Friday,36119.5,2018,42.03,13.43,34.64,21.23,27.49,4.04,2.28,14.09,10.6,10.13,6.84
12,8,242474.94,08-12-2018,Saturday,30753,2018,63.08,15.76,30.35,14.87,23.05,1.41,0.93,7.23,5.73,4.08,3.04
12,9,204322.23,09-12-2018,Sunday,19730.5,2018,73.14,12.91,25.19,13.39,17.71,0.92,1.15,5.48,4.47,3.29,2.82
12,10,221607.53,10-12-2018,Monday,33872,2018,63.96,9.64,22.11,11.57,16.39,3.89,2.55,6.71,6.16,5.87,4.54
12,11,228827.57,11-12-2018,Tuesday,35765.5,2018,59.95,10.04,26.06,11.37,17.85,2.1,1.57,5.32,4.79,4.21,3.37
12,12,259430.93,12-12-2018,Wednesday,38646,2018,56.85,14.1,31.44,14.11,23.02,0.23,0.15,8.66,6.78,4.77,3.48
12,13,229972.66,13-12-2018,Thursday,30601,2018,88.17,15.39,19.37,15.48,17.38,2.68,1.67,9.89,8.25,5.92,4.51
12,14,220050.93,14-12-2018,Friday,36591,2018,84.82,15.78,21.68,15.95,18.37,1.52,0.99,5.96,3.75,3.6,2.43
12,15,205154.29,15-12-2018,Saturday,33091,2018,70.19,14,25.36,15.59,19.49,1.31,0.79,8.56,6.61,4.82,3.35
12,16,198221.55,16-12-2018,Sunday,19377,2018,74.99,13.28,20.75,14.12,17.71,1.06,0.64,6.88,5.57,4.36,3.16
12,17,225608.8,17-12-2018,Monday,29938,2018,75.67,13.48,24.03,12.82,17.77,1.5,1.01,6.45,5.91,4.37,3.63
12,18,226970.21,18-12-2018,Tuesday,31962.5,2018,71.72,11.83,22.26,13.24,16.9,3.67,2.71,5.84,4.46,4.89,3.72
12,19,239814.49,19-12-2018,Wednesday,34690.5,2018,66.49,13.83,25.89,14.02,20.17,0.76,0.52,4.36,3.46,2.53,1.81
12,20,223761.05,20-12-2018,Thursday,33236,2018,76.02,13.68,22.5,13.44,17.91,0.22,0.21,9.64,8.13,6.12,5.03
12,21,204151.85,21-12-2018,Friday,30458,2018,79.23,12.22,21.28,12.72,15.78,5.83,4.47,10.48,8.75,7.68,6.16
12,22,185451.48,22-12-2018,Saturday,31467,2018,68.51,9.32,19.67,11.16,14.99,4.59,2.64,8.29,7.32,7.42,5.75
12,23,189876.79,23-12-2018,Sunday,29146.5,2018,54.63,8.57,26.24,9.98,17.78,0.71,0.48,5.28,3.49,2.7,1.94
12,24,224717.63,24-12-2018,Monday,30967,2018,43.68,9.77,31.77,12.93,22.8,1.29,0.87,7.2,5.56,5.19,3.63
12,25,196383.31,25-12-2018,Tuesday,18274,2018,59.64,12.5,30.84,14.02,20.53,0.28,0.61,7.71,6.96,4.36,3.5
12,26,200034.39,26-12-2018,Wednesday,30069.5,2018,58.24,11.4,28.7,12.23,19.76,1.14,1.41,5.5,4.02,3.46,2.77
12,27,259498.28,27-12-2018,Thursday,25343.5,2018,40.46,11.95,37.1,16.75,26.51,1.75,1.05,9.76,7.21,5.15,3.63
12,28,267662.75,28-12-2018,Friday,28584.5,2018,43.62,13.22,36.11,19.7,26.62,1.34,0.86,10.94,8.09,5.61,4.01
12,29,216580.22,29-12-2018,Saturday,23946.5,2018,70.96,16.22,25.52,17.65,21.62,0.81,0.64,9.02,6.44,3.56,2.6
12,30,199227.73,30-12-2018,Sunday,19274,2018,78.99,14.84,24.9,14.47,18.51,1.6,1.45,6.58,6.1,3.62,3.32
12,31,206763.83,31-12-2018,Monday,39898,2018,68.45,13.6,28.32,14.03,19.47,0.93,1.07,6.54,5.62,3.65,3.15
