LAT,LON,YEAR,MO,DY,relative_humidity,dew_temp,max_temp,min_temp,temp2m,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M
-37.82549,144.98161,2018,6,16,88.97,5.01,9.27,5.09,6.72,7.42,5.01,11.06,7.83,8.7,6.24
-37.82549,144.98161,2018,6,17,91.67,7.78,10.66,6.66,9.09,8.36,6.01,13.87,10.3,11.1,8.21
-37.82549,144.98161,2018,6,18,87,6.27,10.67,4.98,8.32,4.39,2.77,8.63,6,6.75,4.59
-37.82549,144.98161,2018,6,19,84.01,4.62,12.88,4.36,7.15,0.68,0.45,5.52,4.52,3.46,2.43
-37.82549,144.98161,2018,6,20,82.27,3.96,11.9,3.56,6.77,4.24,2.69,6.88,5.4,5.36,3.48
-37.82549,144.98161,2018,6,21,80.3,4.16,13.67,2.47,7.32,1.68,1.23,4.79,3.35,3.68,2.55
-37.82549,144.98161,2018,6,22,78.35,4.33,13.62,4.42,7.84,1.71,1.26,6.44,3.7,3.6,2.44
-37.82549,144.98161,2018,6,23,88.57,5.39,11.39,3.43,7.17,4.66,2.57,7.45,4.82,5.99,3.73
-37.82549,144.98161,2018,6,24,83.81,5.7,11.21,6.52,8.28,4.28,2.57,5.52,4.19,4.91,3.2
-37.82549,144.98161,2018,6,25,88.07,6.25,11.69,5.88,8.13,2.22,1.51,5.01,2.87,3.46,2.31
-37.82549,144.98161,2018,6,26,88.27,6.97,13.29,6.5,8.82,0.64,0.52,3.83,2.45,1.98,1.35
-37.82549,144.98161,2018,6,27,82,4.89,13.19,5.16,7.77,0.74,0.47,3.83,2.42,1.94,1.36
-37.82549,144.98161,2018,6,28,85.83,4.3,10.61,3.45,6.51,0.63,0.45,5.93,3.38,2.15,1.47
-37.82549,144.98161,2018,6,29,82.44,5.01,11.03,5.11,7.81,6.3,3.64,11.02,7.96,8.58,6.07
-37.82549,144.98161,2018,6,30,83.01,5.25,11.97,4.82,7.96,5.62,3.31,11.18,8.15,8.25,5.82
-37.82549,144.98161,2018,7,1,77.6,4.05,12.83,3.36,7.69,0.37,0.28,5.58,3.37,3.08,2.11
-37.82549,144.98161,2018,7,2,73.1,2.54,13.34,3.18,6.99,1.93,1.43,7.68,4.72,4.49,3.01
-37.82549,144.98161,2018,7,3,76.51,3.74,12.24,4.28,7.58,7.58,4.77,10.34,8.08,9.01,6.33
-37.82549,144.98161,2018,7,4,68.52,4.73,14.6,6.34,10.21,9.97,6.86,14.33,11.33,11.71,8.7
-37.82549,144.98161,2018,7,5,65.1,5.55,15.75,8.36,11.84,8.88,6.09,14.83,10.48,11.68,8.35
-37.82549,144.98161,2018,7,6,76.96,5.85,12.3,7.87,9.67,7.8,5.2,13.57,10.04,10.1,7.11
-37.82549,144.98161,2018,7,7,78.59,4.94,10.79,7.05,8.43,9.75,6.32,14.97,11.4,12.69,9.24
-37.82549,144.98161,2018,7,8,87.64,7.69,11.71,8.42,9.66,8.11,5.07,12.42,9.36,10.41,7.27
-37.82549,144.98161,2018,7,9,86.36,6.92,12.25,5.81,9.09,4.88,2.7,7.68,5.42,6.32,3.99
-37.82549,144.98161,2018,7,10,85.11,5.25,11.73,4.87,7.6,3.25,2.09,5.67,3.41,4.04,2.77
-37.82549,144.98161,2018,7,11,87.79,4.29,10.02,4.16,6.18,2.01,1.4,7.83,6.48,5.77,4.05
-37.82549,144.98161,2018,7,12,85.31,4.14,10.72,2.96,6.44,0.35,0.18,4.67,2.91,2.35,1.58
-37.82549,144.98161,2018,7,13,82.52,5.32,12.11,5.85,8.11,2.67,1.89,4.88,3.72,4.03,2.75
-37.82549,144.98161,2018,7,14,75.56,3.21,12.8,3.34,7.21,2.15,1.58,7.2,4.32,4.1,2.72
-37.82549,144.98161,2018,7,15,67.46,1.19,12.9,2.53,6.75,7.11,4.37,10.59,7.5,8.74,6.07
-37.82549,144.98161,2018,7,16,73.73,3.09,11.65,4.31,7.43,8.02,4.55,12.3,9.96,9.9,7.21
-37.82549,144.98161,2018,7,17,77.36,5.32,15.68,5.59,9.05,8.96,5.8,19.16,14.55,12.62,9.31
-37.82549,144.98161,2018,7,18,74.24,4.17,13.18,4.78,8.45,7.8,4.52,12.77,10.03,10.53,7.44
-37.82549,144.98161,2018,7,19,71.44,3.1,14.09,4.28,7.9,4.9,3.19,13.05,10.05,9.97,7.35
-37.82549,144.98161,2018,7,20,88.13,4.63,9.79,4.19,6.47,6.23,3.82,11.94,9.24,8.41,5.74
-37.82549,144.98161,2018,7,21,80.98,4.24,11.8,4.63,7.28,4.73,2.94,7.01,4.23,5.85,3.68
-37.82549,144.98161,2018,7,22,71.25,2.48,12.61,4,7.29,6.62,3.84,9.05,7.24,8.12,5.43
-37.82549,144.98161,2018,7,23,68.82,2.01,11.37,3.44,7.31,9.15,5.89,16.77,12.64,13.1,9.85
-37.82549,144.98161,2018,7,24,86.2,7.21,13.25,6.45,9.41,8.57,5.08,16.3,12.45,11.37,7.98
-37.82549,144.98161,2018,7,25,80.5,4.71,12.65,4.73,7.84,5.39,2.93,8.31,5.69,6.79,4.3
-37.82549,144.98161,2018,7,26,84.98,5.49,13.4,4.44,7.86,4.56,2.71,7.48,4.79,5.84,3.71
-37.82549,144.98161,2018,7,27,75.45,6.3,16.87,5.77,10.42,6.2,3.17,8.1,5.97,7.41,4.52
-37.82549,144.98161,2018,7,28,77.94,7.33,16.82,6.07,11,4.57,2.92,9.02,5.87,6.89,4.31
-37.82549,144.98161,2018,7,29,82.84,6.44,11.27,6,9.2,8.66,5.75,13.74,10.62,11.04,7.9
-37.82549,144.98161,2018,7,30,77.53,4.11,11.27,5.01,7.77,6.92,4.74,13.52,9.84,9.31,6.63
-37.82549,144.98161,2018,7,31,75.22,5.44,13.47,6.24,9.58,7.43,5.19,13.67,10.22,11.22,8.05
-37.82549,144.98161,2018,8,1,79.18,5.27,12.95,5.6,8.65,0.45,0.33,9.17,5.66,4.52,2.95
-37.82549,144.98161,2018,8,2,71.36,3.46,14.22,2.76,8.29,5.09,3.11,11.79,8.98,8.83,6.08
-37.82549,144.98161,2018,8,3,65.94,3.67,15.29,7.34,9.67,10.2,7.5,14.84,10.87,12.02,8.68
-37.82549,144.98161,2018,8,4,77.01,5.04,13.11,5.21,8.83,7.56,4.58,11.97,9.38,10.09,7.07
-37.82549,144.98161,2018,8,5,55.64,2.63,15.5,7.05,11.14,9.78,6.34,14.63,11.17,12.27,8.71
-37.82549,144.98161,2018,8,6,83.22,4.98,9.64,6.07,7.64,8.02,4.94,12.1,9.56,10.02,7.3
-37.82549,144.98161,2018,8,7,77.41,4.51,11.8,5.53,8.2,9,6.06,12.5,9.27,10.19,7.52
-37.82549,144.98161,2018,8,8,86.06,6.01,12.21,4.57,8.21,5.92,3.36,13.03,9.81,9.08,6.47
-37.82549,144.98161,2018,8,9,76.38,3.49,12.53,2.64,7.34,5.79,3.48,10,7.68,7.89,5.47
-37.82549,144.98161,2018,8,10,56.94,2.78,16.57,5.92,10.95,9.02,5.36,17.11,13.29,13.32,9.75
-37.82549,144.98161,2018,8,11,78.65,4.2,10.88,5.48,7.65,5.62,3.69,8.79,7.08,7.08,5.05
-37.82549,144.98161,2018,8,12,82.39,4.74,11.75,2.75,7.54,6.16,4.13,9.74,7.64,8.32,5.75
-37.82549,144.98161,2018,8,13,83.45,7.52,13.88,7.26,10.2,7.19,3.76,9.25,7.12,8.19,5.29
-37.82549,144.98161,2018,8,14,74,5.79,15.78,5.63,10.18,6.47,3.98,16.24,11.86,10.35,7.44
-37.82549,144.98161,2018,8,15,63.24,4.14,14.58,6.41,10.79,8.37,5.31,16.51,12.13,12.29,8.78
-37.82549,144.98161,2018,8,16,79.3,4.64,12.61,4.93,7.98,4.69,2.76,8.08,6.44,6.56,4.47
-37.82549,144.98161,2018,8,17,69.58,3.6,13.71,4.38,8.81,5.64,3.27,12.51,8.89,8.49,5.84
-37.82549,144.98161,2018,8,18,80.76,4.79,10.8,5.73,7.88,5.76,3.47,12.24,8.92,9.45,6.88
-37.82549,144.98161,2018,8,19,79.1,3.78,9.82,4.89,7.15,8.02,4.64,13.05,10.26,11.1,7.97
-37.82549,144.98161,2018,8,20,85.38,4.74,10.64,3.79,7.04,5.3,3.38,9.54,6.9,7.63,5.12
-37.82549,144.98161,2018,8,21,84.67,5.65,11.72,5.01,8.08,5.47,3.03,8.32,6.09,6.61,4.39
-37.82549,144.98161,2018,8,22,82.85,5.39,12.38,5.57,8.13,1.11,0.92,5.54,3.11,3.04,1.92
-37.82549,144.98161,2018,8,23,68.2,3.34,15.22,3.6,8.83,0.9,0.67,4.92,3.45,3.58,2.42
-37.82549,144.98161,2018,8,24,67.48,3.47,15.45,4.71,9.12,1.92,1.35,4.85,3.06,3.24,2.31
-37.82549,144.98161,2018,8,25,66.26,3.66,16.34,4.89,9.59,0.75,0.54,4.36,2.55,1.81,1.31
-37.82549,144.98161,2018,8,26,82.56,5.57,14.34,3.63,8.36,1.17,0.87,7.95,5.57,4.83,3.48
-37.82549,144.98161,2018,8,27,75.17,2.5,10.87,3.67,6.55,3.95,2.48,6.95,5.94,6.27,4.3
-37.82549,144.98161,2018,8,28,73.43,1.82,11.3,2.56,6.19,2.24,1.58,5.51,3.92,3.65,2.58
-37.82549,144.98161,2018,8,29,63.69,0.18,13.1,1.17,6.52,1.22,1.04,5.89,3.39,2.81,2.02
-37.82549,144.98161,2018,8,30,63.05,0.81,10.75,3.74,7.33,6.16,3.53,12.14,7.82,8.43,5.8
-37.82549,144.98161,2018,8,31,69.92,4.7,12.23,7.59,9.87,6.54,3.84,13.37,8.84,8.77,5.61
-37.82549,144.98161,2018,9,1,85.61,6.1,11.88,3.86,8.38,5.31,3.14,8.4,6.61,7.28,4.96
-37.82549,144.98161,2018,9,2,81.51,3.8,10.9,3.19,6.73,4.72,2.79,6.1,5.07,5.63,3.79
-37.82549,144.98161,2018,9,3,77.76,3.81,13.07,3.64,7.41,2.92,2.36,6,3.87,4.33,3.02
-37.82549,144.98161,2018,9,4,72.12,4.7,16.61,2.49,9.43,2,1.44,5.7,4.05,3.98,2.75
-37.82549,144.98161,2018,9,5,66.81,6.07,17.05,6.53,11.99,5.71,3.31,11.54,8.81,9.25,6.05
-37.82549,144.98161,2018,9,6,76.6,8.74,16.29,7.86,12.71,4.77,2.55,13.4,10.17,9.42,6.44
-37.82549,144.98161,2018,9,7,76.96,5.09,13.82,5.94,8.88,2.36,1.58,6.15,4.05,4.58,3.13
-37.82549,144.98161,2018,9,8,67.07,3.77,14.98,4.36,9.52,0.23,0.23,8.81,5.32,4.16,2.77
-37.82549,144.98161,2018,9,9,77.33,7.88,17.21,7.5,11.68,4.42,2.56,10.84,8.32,7.89,5.26
-37.82549,144.98161,2018,9,10,79.5,8.68,18.44,7.06,12.1,0.26,0.19,5,3.35,3.27,2.21
-37.82549,144.98161,2018,9,11,59.66,6.84,22.02,7.14,14.53,4.91,2.79,13.66,9.76,10.24,6.84
-37.82549,144.98161,2018,9,12,64.67,4.74,16.05,6.87,11.09,5.49,3,10.33,6.6,7.16,4.84
-37.82549,144.98161,2018,9,13,66.92,5.3,18.37,4.96,11.16,5.2,3.18,6.52,4.91,5.78,3.81
-37.82549,144.98161,2018,9,14,49.62,3.04,20.21,6.47,13.37,6.89,3.83,13.11,8.95,9.88,6.6
-37.82549,144.98161,2018,9,15,63.22,3.07,14.26,4.77,9.67,8.59,5.94,14.43,11.39,11.38,8.42
-37.82549,144.98161,2018,9,16,70.95,2.97,12.95,3.16,7.86,4.07,2.38,8.47,5.76,5.62,3.91
-37.82549,144.98161,2018,9,17,60.13,2.81,16.57,3.63,10.15,5.54,3.25,10.2,7.36,8.02,5.39
-37.82549,144.98161,2018,9,18,51.9,2.14,18.32,6.96,11.69,5.52,3.05,14.04,10.7,10.68,7.61
-37.82549,144.98161,2018,9,19,75.01,4.07,12.8,5.04,8.2,2.91,1.97,7.15,5.8,5.37,3.85
-37.82549,144.98161,2018,9,20,70.37,4.59,16.66,3.06,9.66,3.54,2.26,4.88,3.8,4.29,3
-37.82549,144.98161,2018,9,21,72.5,7.04,18.53,5.96,11.77,0.48,0.39,4.31,3.44,3.03,2.24
-37.82549,144.98161,2018,9,22,72.94,7.33,19.3,5.94,11.98,0.95,0.7,5.56,4.59,4.13,2.96
-37.82549,144.98161,2018,9,23,73.64,5.34,13.31,6.92,9.78,3.27,1.97,8.44,7.19,7.17,5.26
-37.82549,144.98161,2018,9,24,69.58,4.37,15.4,4.28,9.61,5.15,3.18,7.24,5.76,6.19,4.45
-37.82549,144.98161,2018,9,25,73.07,4.59,13.77,5.04,9.11,4.11,3.04,6.74,5.46,5.63,4.06
-37.82549,144.98161,2018,9,26,59.39,2.94,18.37,3.69,10.47,0.57,0.73,5.17,3.87,3.32,2.32
-37.82549,144.98161,2018,9,27,52.03,4.06,22.36,7.53,13.73,3.56,2.29,11.23,8.62,7.68,5.21
-37.82549,144.98161,2018,9,28,82.16,6.47,12.65,5.07,9.35,3.08,1.99,7.02,5.17,5.59,3.93
-37.82549,144.98161,2018,9,29,70.18,3.31,14.09,3.43,8.37,4.07,2.51,6.61,5.37,5.53,3.93
-37.82549,144.98161,2018,9,30,70.31,5.23,17.39,5.33,10.34,0.55,0.58,5.41,3.15,3.21,2.19
-37.82549,144.98161,2018,10,1,52.56,3.66,22.12,4.91,13.13,0.78,0.48,5.49,4.4,3.56,2.54
-37.82549,144.98161,2018,10,2,52.23,5.76,22.03,9.08,15.49,3.38,2.17,11.31,6.57,6.75,4.31
-37.82549,144.98161,2018,10,3,70.09,8.08,16.72,8.68,13.36,4.42,2.49,10.29,6.24,6.29,4.44
-37.82549,144.98161,2018,10,4,70.47,6.05,15.57,7.93,11.17,6.58,4.14,7.86,6.65,7.15,5.37
-37.82549,144.98161,2018,10,5,70.27,6.93,18.79,7.56,12.12,2.54,1.67,6.55,5.36,5.54,4.05
-37.82549,144.98161,2018,10,6,59.96,7.05,23.14,6.21,14.68,0.26,0.16,6.14,4.99,3.33,2.31
-37.82549,144.98161,2018,10,7,53.05,6.94,24.49,9.52,16.51,0.35,0.4,5.36,2.69,2.67,1.8
-37.82549,144.98161,2018,10,8,51.01,7.95,26.73,11.96,18.23,0.36,0.34,6.7,4.02,3.4,2.18
-37.82549,144.98161,2018,10,9,89.19,11.15,15.88,9.75,12.9,2.46,1.59,8.74,7,5.53,4.03
-37.82549,144.98161,2018,10,10,64.34,4.91,16.71,6.79,11.34,7.28,4.58,10.86,8.88,9.4,7.16
-37.82549,144.98161,2018,10,11,64.07,5.08,19.43,5.18,11.58,1.67,1.51,7.33,5.97,4.87,3.53
-37.82549,144.98161,2018,10,12,59,6.31,22.57,6.52,14.15,1.92,1.53,6.35,4.59,4.33,2.98
-37.82549,144.98161,2018,10,13,54.55,6.78,23.46,8.76,15.89,2.34,1.59,9.05,7.13,5.13,3.51
-37.82549,144.98161,2018,10,14,55.78,9.23,25.16,11.22,18.15,5.23,2.89,11.59,8.84,8.71,5.62
-37.82549,144.98161,2018,10,15,55.25,10.72,25.28,15.39,19.9,8.36,4.88,12.53,8.88,10.4,6.83
-37.82549,144.98161,2018,10,16,79.75,14.38,20,15.62,17.89,4.11,2.09,12.49,8.27,9.2,6.16
-37.82549,144.98161,2018,10,17,77.88,11.9,20.12,11.88,15.71,4.55,2.63,6.96,5.51,5.99,3.94
-37.82549,144.98161,2018,10,18,78.4,11.27,19.06,11.65,14.96,4.42,2.22,7.51,5.88,5.98,4.06
-37.82549,144.98161,2018,10,19,53.17,9.01,26.6,9.7,18.69,4.49,2.45,10.97,7.59,8.4,5.56
-37.82549,144.98161,2018,10,20,73.24,7.6,17.26,7.92,12.19,3.34,2.64,9.04,6.74,6.03,4.36
-37.82549,144.98161,2018,10,21,71.1,7.62,19.34,7,12.66,2.28,2.04,4.98,3.23,3.65,2.57
-37.82549,144.98161,2018,10,22,45.54,5.53,26.07,8.4,17.46,3.26,1.84,11.05,7.88,8.02,5.37
-37.82549,144.98161,2018,10,23,65.59,7.03,17.87,7.99,13.27,2.77,1.52,7.86,6.6,5.31,4.02
-37.82549,144.98161,2018,10,24,61.48,3.79,16.78,6.18,10.85,5.2,3.2,6.61,5.7,6.03,4.37
-37.82549,144.98161,2018,10,25,60,5.18,21.02,6.74,12.69,1.16,0.8,6.09,4.91,4.16,3.07
-37.82549,144.98161,2018,10,26,67.51,7.2,19.41,8.3,13.01,1.08,0.75,5.81,5.06,4.7,3.5
-37.82549,144.98161,2018,10,27,68.75,7.3,19.07,7.54,12.83,0.75,0.53,9.7,8.02,6.76,5.11
-37.82549,144.98161,2018,10,28,59.19,3.49,17.15,5.89,11.1,4.43,3.45,6.83,5.49,5.89,4.42
-37.82549,144.98161,2018,10,29,60.85,5,19.73,6.85,12.28,2.1,1.5,6.01,4.77,4.36,3.26
-37.82549,144.98161,2018,10,30,52.53,6.31,24.95,7.63,15.98,2.27,1.47,5.51,4.31,4.27,2.98
-37.82549,144.98161,2018,10,31,72.12,10.77,22.99,10.66,15.71,1.45,0.82,5.09,4.43,2.64,2.22
-37.82549,144.98161,2018,11,1,48.1,10.94,32.12,12.35,22.44,1.72,1.09,13.64,9.11,7.24,4.74
-37.82549,144.98161,2018,11,2,53.25,11.88,28.01,13.4,21.74,9.34,4.67,16.41,12.08,12.07,8.27
-37.82549,144.98161,2018,11,3,54.91,5.91,20.9,9.75,14.85,3.42,1.97,9.73,7.21,7.42,5.56
-37.82549,144.98161,2018,11,4,62.17,8.59,22.8,8.87,15.74,0.43,0.29,5.45,4.23,3.06,2.22
-37.82549,144.98161,2018,11,5,64.99,13.29,26.1,14.7,19.97,3.85,2.02,10.61,8.06,7.18,4.86
-37.82549,144.98161,2018,11,6,79.02,13.15,21.69,10.32,16.77,0.31,0.44,8.06,6.51,4.61,3.16
-37.82549,144.98161,2018,11,7,65.08,4.77,15.41,7.43,11.02,5.14,3.01,8.04,6.73,6.71,4.86
-37.82549,144.98161,2018,11,8,60.05,4.21,17.92,5.64,11.65,1.72,1.13,6.78,4.78,5.05,3.63
-37.82549,144.98161,2018,11,9,60.31,6.02,19.09,8.15,13.5,0.05,0.03,6.54,5.41,3.71,2.83
-37.82549,144.98161,2018,11,10,60.34,7.49,21.97,9.29,15.05,0.69,0.49,6.13,4.74,3.19,2.57
-37.82549,144.98161,2018,11,11,63.8,8.22,22.1,9.75,14.95,2.29,2.3,5.33,4.06,3.6,2.88
-37.82549,144.98161,2018,11,12,49.72,8.73,29.47,10.04,19.49,2.09,1.43,7.11,3.67,4.33,2.78
-37.82549,144.98161,2018,11,13,53.82,11.58,27.17,16.31,21.24,1.67,0.96,11.45,8.18,8.21,5.3
-37.82549,144.98161,2018,11,14,79.75,12.83,21.62,12.03,16.3,2.49,2.1,6.61,5.87,3.96,3.29
-37.82549,144.98161,2018,11,15,64.73,6.7,17.94,8.81,13.12,5.52,3.31,8.01,7.13,7.01,5.31
-37.82549,144.98161,2018,11,16,58.57,5.44,21.19,7.9,13.34,1.98,1.52,7.43,6.63,4.81,3.73
-37.82549,144.98161,2018,11,17,60.73,5.92,19.66,7.24,13.28,6.26,3.59,8.57,7.46,7.33,5.52
-37.82549,144.98161,2018,11,18,55.28,8.6,26.64,8.4,17.62,0.77,0.3,6.54,4.07,3.88,2.64
-37.82549,144.98161,2018,11,19,43.61,8.75,29.32,13.56,21.7,4.78,2.69,9.81,7.68,7.25,4.83
-37.82549,144.98161,2018,11,20,64.74,14.2,25.89,15.08,20.98,1.79,1.04,11.5,7.46,6.77,4.55
-37.82549,144.98161,2018,11,21,62.63,8.25,22.28,10.17,15.26,1.92,1.65,8.1,6.12,5.25,4.01
-37.82549,144.98161,2018,11,22,77,6.74,13.46,8.1,10.58,2.05,1.79,11.9,8.99,6.07,4.57
-37.82549,144.98161,2018,11,23,86.49,9.02,13.3,9.28,11.2,9.45,7.04,12.33,9.68,11.27,8.71
-37.82549,144.98161,2018,11,24,77.37,9.73,17.36,10.87,13.58,5.3,3.24,9.27,6.99,7.36,5.64
-37.82549,144.98161,2018,11,25,74.06,9.7,19.37,10.29,14.2,4.26,2.69,6.8,5.88,5.4,4.08
-37.82549,144.98161,2018,11,26,71.74,10.09,20.22,11.06,15.09,2.56,2.51,5.57,3.8,4.1,3.18
-37.82549,144.98161,2018,11,27,75.38,10.77,20.96,10.88,15.04,2.2,2.24,7.09,5.88,4.85,3.96
-37.82549,144.98161,2018,11,28,75.63,11.54,20.64,12.31,15.78,6.84,4.55,9.81,8.32,8.28,6.53
-37.82549,144.98161,2018,11,29,74.96,10.7,19.4,11.76,15.05,4.6,3.24,6.79,4.98,5.45,4.33
-37.82549,144.98161,2018,11,30,64.78,9.37,23.01,10.89,15.92,2.34,1.6,6.07,5.54,4.1,3.18
-37.82549,144.98161,2018,12,1,43.35,7.81,29.66,9.05,20.76,2.62,1.73,14.15,9.04,8.73,6.04
-37.82549,144.98161,2018,12,2,59.17,7.41,19.18,11.23,15.26,6.71,3.84,12.12,8.29,8.78,6.57
-37.82549,144.98161,2018,12,3,67.5,9.55,21.49,10.09,15.47,6.91,4.26,11.82,9.33,9.46,6.98
-37.82549,144.98161,2018,12,4,70.3,10.3,21.78,11.12,15.62,4.03,3.14,6.71,5.29,5.28,4.02
-37.82549,144.98161,2018,12,5,63.5,10.22,25.32,10.26,17.12,1.5,1.58,5.03,3.56,3.52,2.63
-37.82549,144.98161,2018,12,6,48.01,12.49,33.4,12.38,24.16,0.87,0.63,10.15,7.21,6.69,4.44
-37.82549,144.98161,2018,12,7,42.03,13.43,34.64,21.23,27.49,4.04,2.28,14.09,10.6,10.13,6.84
-37.82549,144.98161,2018,12,8,63.08,15.76,30.35,14.87,23.05,1.41,0.93,7.23,5.73,4.08,3.04
-37.82549,144.98161,2018,12,9,73.14,12.91,25.19,13.39,17.71,0.92,1.15,5.48,4.47,3.29,2.82
-37.82549,144.98161,2018,12,10,63.96,9.64,22.11,11.57,16.39,3.89,2.55,6.71,6.16,5.87,4.54
-37.82549,144.98161,2018,12,11,59.95,10.04,26.06,11.37,17.85,2.1,1.57,5.32,4.79,4.21,3.37
-37.82549,144.98161,2018,12,12,56.85,14.1,31.44,14.11,23.02,0.23,0.15,8.66,6.78,4.77,3.48
-37.82549,144.98161,2018,12,13,88.17,15.39,19.37,15.48,17.38,2.68,1.67,9.89,8.25,5.92,4.51
-37.82549,144.98161,2018,12,14,84.82,15.78,21.68,15.95,18.37,1.52,0.99,5.96,3.75,3.6,2.43
-37.82549,144.98161,2018,12,15,70.19,14,25.36,15.59,19.49,1.31,0.79,8.56,6.61,4.82,3.35
-37.82549,144.98161,2018,12,16,74.99,13.28,20.75,14.12,17.71,1.06,0.64,6.88,5.57,4.36,3.16
-37.82549,144.98161,2018,12,17,75.67,13.48,24.03,12.82,17.77,1.5,1.01,6.45,5.91,4.37,3.63
-37.82549,144.98161,2018,12,18,71.72,11.83,22.26,13.24,16.9,3.67,2.71,5.84,4.46,4.89,3.72
-37.82549,144.98161,2018,12,19,66.49,13.83,25.89,14.02,20.17,0.76,0.52,4.36,3.46,2.53,1.81
-37.82549,144.98161,2018,12,20,76.02,13.68,22.5,13.44,17.91,0.22,0.21,9.64,8.13,6.12,5.03
-37.82549,144.98161,2018,12,21,79.23,12.22,21.28,12.72,15.78,5.83,4.47,10.48,8.75,7.68,6.16
-37.82549,144.98161,2018,12,22,68.51,9.32,19.67,11.16,14.99,4.59,2.64,8.29,7.32,7.42,5.75
-37.82549,144.98161,2018,12,23,54.63,8.57,26.24,9.98,17.78,0.71,0.48,5.28,3.49,2.7,1.94
-37.82549,144.98161,2018,12,24,43.68,9.77,31.77,12.93,22.8,1.29,0.87,7.2,5.56,5.19,3.63
-37.82549,144.98161,2018,12,25,59.64,12.5,30.84,14.02,20.53,0.28,0.61,7.71,6.96,4.36,3.5
-37.82549,144.98161,2018,12,26,58.24,11.4,28.7,12.23,19.76,1.14,1.41,5.5,4.02,3.46,2.77
-37.82549,144.98161,2018,12,27,40.46,11.95,37.1,16.75,26.51,1.75,1.05,9.76,7.21,5.15,3.63
-37.82549,144.98161,2018,12,28,43.62,13.22,36.11,19.7,26.62,1.34,0.86,10.94,8.09,5.61,4.01
-37.82549,144.98161,2018,12,29,70.96,16.22,25.52,17.65,21.62,0.81,0.64,9.02,6.44,3.56,2.6
-37.82549,144.98161,2018,12,30,78.99,14.84,24.9,14.47,18.51,1.6,1.45,6.58,6.1,3.62,3.32
-37.82549,144.98161,2018,12,31,68.45,13.6,28.32,14.03,19.47,0.93,1.07,6.54,5.62,3.65,3.15
-37.82549,144.98161,2019,1,1,59.54,12.13,28.86,13.71,20.17,1.73,1.36,7.05,6.16,4.01,3.39
-37.82549,144.98161,2019,1,2,68.24,12.85,24.71,14.6,18.74,4.91,3.36,6.68,5.91,5.64,4.65
-37.82549,144.98161,2019,1,3,57.61,12.93,30.56,13.65,21.56,0.84,1.1,5.58,3.78,3.03,2.37
-37.82549,144.98161,2019,1,4,40.36,11.76,39.81,15.25,26.35,4.29,2.63,11.84,9.43,8.69,6.45
-37.82549,144.98161,2019,1,5,64.54,9.91,20.62,13.13,16.54,3.39,2.73,7.48,6.27,5.91,4.66
-37.82549,144.98161,2019,1,6,60.83,9.74,23.38,11.78,17.29,4.84,2.74,6.88,5.96,5.68,4.45
-37.82549,144.98161,2019,1,7,62.44,11.33,25.93,13.35,18.55,1.72,2.2,6.31,5.61,4.28,3.63
-37.82549,144.98161,2019,1,8,59.88,11.83,29.27,14.09,19.75,0.43,0.49,8.05,7.08,4.27,3.5
-37.82549,144.98161,2019,1,9,58.13,8.31,21.62,11.78,16.5,5.29,2.97,7.51,6.29,6.47,5.17
-37.82549,144.98161,2019,1,10,59.14,7.93,21.22,9.92,15.83,2.99,2.26,6.39,4.64,4.54,3.42
-37.82549,144.98161,2019,1,11,41,8.1,32.23,11.4,22.01,0.9,0.75,6.63,3.68,3.24,2.14
-37.82549,144.98161,2019,1,12,45.31,9.2,28.16,14.49,21.55,3.66,3.06,9.07,7.85,7.08,5.47
-37.82549,144.98161,2019,1,13,56.31,11.58,28.67,12.65,20.5,4.82,2.95,8.25,6.86,7.36,5.75
-37.82549,144.98161,2019,1,14,46.94,13.05,37.77,15.34,25.15,0.31,0.21,6.36,5.34,3.31,2.52
-37.82549,144.98161,2019,1,15,38.87,12.94,39.58,19.01,28.32,0.81,0.53,6,4.76,3.8,2.77
-37.82549,144.98161,2019,1,16,54.63,14.33,34.16,17.71,23.95,0.58,0.32,7.54,6.94,3.52,2.79
-37.82549,144.98161,2019,1,17,49.18,15.58,31.32,22.57,27.1,2.27,1.26,8.63,6.47,5.27,3.42
-37.82549,144.98161,2019,1,18,59.6,16.04,32.46,16.22,24.29,0.79,0.28,7.5,6.28,4.68,3.46
-37.82549,144.98161,2019,1,19,50.47,8.56,25.2,14.56,19.06,5.29,3.28,7.1,6.37,6.21,5.03
-37.82549,144.98161,2019,1,20,66.35,13.38,27.22,13.83,19.73,4.13,2.86,6.82,6.18,5.39,4.37
-37.82549,144.98161,2019,1,21,60.48,14.22,32.41,15.19,22.12,0.42,1.04,6.84,6.12,3.84,3.31
-37.82549,144.98161,2019,1,22,49.54,12.73,35.21,15.26,23.88,0.21,0.47,7.35,6.4,3.25,2.76
-37.82549,144.98161,2019,1,23,66.26,14.15,26.3,15.91,20.56,3.12,2.18,7.71,7.12,5.97,4.95
-37.82549,144.98161,2019,1,24,38.52,12.81,39.9,15.93,28.33,2.5,1.37,7.69,3.7,3.9,2.56
-37.82549,144.98161,2019,1,25,35.48,13.9,42.54,19.63,31,4.13,3.47,15.9,11.85,10.09,7.42
-37.82549,144.98161,2019,1,26,49.22,12.1,31.97,16.44,23.31,1.51,1.76,6.77,5.68,3.87,3.27
