,Month,Day,Electricity_TotalDEMAND,date,Day.1,FootFall_HpurlyAverage,YEAR,relative_humidity,dew_temp,max_temp,min_temp,temp2m,WS50M_MIN,WS10M_MIN,WS50M_MAX,WS10M_MAX,WS50M,WS10M
268,9,26,234640.35,26-09-2019,Thursday,39752.5,2019,70.76,7.1,18.75,7.01,12.19,0.19,0.16,6.96,3.79,2.68,1.74
269,9,27,212086.04,27-09-2019,Friday,22365.5,2019,66.72,5.21,18.35,6.1,11.11,7.06,3.95,11.37,9.3,9.21,6.52
270,9,28,217524.62,28-09-2019,Saturday,24610,2019,69.75,4.42,14.85,5.64,9.62,2.54,1.66,6.93,4.15,4.6,3.25
271,9,29,209608.18,29-09-2019,Sunday,16657,2019,74.83,5.76,15.38,5.29,9.98,2.16,1.43,6.44,5.4,5.5,3.88
272,9,30,243541.64,30-09-2019,Monday,26746,2019,71.07,4.41,13.76,5.4,9.34,4.27,2.61,6.91,5.65,5.96,4.21
273,10,1,229382.03,01-10-2019,Tuesday,34687,2019,60.02,4.62,21.48,4.04,12.09,1.65,1.02,5.28,3.09,3.2,2.18
274,10,2,221521.65,02-10-2019,Wednesday,37860.5,2019,54.16,6.09,23.25,7.04,15.26,5.38,2.94,8.36,6.38,6.69,4.2
275,10,3,218625.7,03-10-2019,Thursday,37879.5,2019,57.48,8.67,25.34,11.49,17.07,4.89,2.73,9.3,7.05,7.15,4.59
276,10,4,235025.12,04-10-2019,Friday,37342.5,2019,74.95,7.73,16.44,8.77,11.99,2.84,2.26,6.35,4.94,4.48,3.45
277,10,5,202772.02,05-10-2019,Saturday,33543.5,2019,71.76,9.08,21.92,7.22,14.04,2.04,1.42,10.13,6.41,4.34,2.89
278,10,6,186022.69,06-10-2019,Sunday,22128.5,2019,66.77,11.74,22.87,11.12,17.92,5.02,3.5,12.44,9,9.61,6.78
279,10,7,226592.62,07-10-2019,Monday,33063.5,2019,70.24,6.92,17.02,7.79,12.12,3.36,1.9,4.92,3.88,4.17,2.94
280,10,8,235009.55,08-10-2019,Tuesday,29489,2019,81.21,6.23,12.14,6.59,9.28,5.39,3.04,9.7,7.99,7.58,5.38
281,10,9,245543.64,09-10-2019,Wednesday,33505.5,2019,78.29,6.44,14.55,6.53,10.02,5.14,2.9,6.68,5.54,5.91,4.23
282,10,10,247384.16,10-10-2019,Thursday,36692.5,2019,77.94,6.84,15.12,7.51,10.49,4.23,2.75,6,5.12,4.88,3.67
283,10,11,230501.01,11-10-2019,Friday,46771.5,2019,74.28,7.39,16.68,7.95,11.77,3.84,2.78,7.29,4.84,5.43,3.93
284,10,12,202106.73,12-10-2019,Saturday,38173,2019,69.15,7.23,18.32,6.92,12.67,1.41,1.2,6.06,3.8,4.13,2.74
285,10,13,189489.4,13-10-2019,Sunday,30520.5,2019,58.94,6.94,20.71,8.14,14.83,4.6,2.82,8.21,6.5,6.96,4.56
286,10,14,220580.24,14-10-2019,Monday,32454.5,2019,63.46,9.36,23.25,11.1,16.23,3.09,2.46,7.37,5.74,6.07,4.22
287,10,15,224104.24,15-10-2019,Tuesday,33107.5,2019,71.06,8.26,19.1,9.19,13.34,3.03,2.35,5.27,3.74,3.96,3.08
288,10,16,235067.44,16-10-2019,Wednesday,31246.5,2019,83.07,10.24,16.9,9.69,13.04,1.1,0.6,4.9,3.8,3.33,2.36
289,10,17,233380.08,17-10-2019,Thursday,33587,2019,79.79,6.87,13.26,6.48,10.18,2.48,1.35,11.42,9.07,8.33,6.01
290,10,18,219714.97,18-10-2019,Friday,41742.5,2019,67.09,5.92,19.69,4.43,11.76,4.28,2.67,14.02,10.78,8.95,6.41
291,10,19,204064.99,19-10-2019,Saturday,31490.5,2019,70.81,4.74,13.7,6.09,9.73,5.09,2.96,10,8.12,7.8,5.53
292,10,20,205369.03,20-10-2019,Sunday,18180.5,2019,74.02,6.71,16.47,6.15,11.12,4.8,2.7,8.04,6.55,6.65,4.7
293,10,21,229004.14,21-10-2019,Monday,32929.5,2019,74.18,8.31,19.36,8.38,12.74,2.78,2.2,5.34,3.85,3.82,2.85
294,10,22,228217.09,22-10-2019,Tuesday,35728.5,2019,60.54,6.81,22.99,9.1,14.28,0.75,1.07,5.13,2.96,2.63,1.98
295,10,23,228563.23,23-10-2019,Wednesday,38491.5,2019,42.44,5.47,28.31,10.11,18.53,1.16,0.85,4.83,2.77,2.76,1.96
296,10,24,230885.31,24-10-2019,Thursday,38189,2019,34.16,5.56,30.87,13.08,22.2,3.57,2.28,13.07,7.54,8.96,5.63
297,10,25,218261.54,25-10-2019,Friday,37248,2019,46.89,6.88,22.16,11.17,18.45,6.19,3.66,15.64,10.23,10.08,6.87
298,10,26,193396.57,26-10-2019,Saturday,28489.5,2019,67.52,5.4,14.18,7.33,11.12,6.79,4.07,14.48,11.27,10.93,8.05
299,10,27,205661.11,27-10-2019,Sunday,18465.5,2019,72.41,6.66,17.31,6.52,11.39,4.66,2.86,7.73,6.32,6.23,4.42
300,10,28,225269.27,28-10-2019,Monday,31395.5,2019,54.85,5.27,23.06,6.82,14.19,0.79,0.76,4.16,2.68,2.17,1.56
301,10,29,223774.81,29-10-2019,Tuesday,34772,2019,36.59,3.81,28.27,9.33,19.1,0.57,0.5,9.13,7,5.49,3.9
302,10,30,234751.46,30-10-2019,Wednesday,35384,2019,42.51,6.9,29.59,11.97,20.09,1.49,0.84,7.63,3.82,2.96,1.98
303,10,31,243505.75,31-10-2019,Thursday,35201,2019,36.8,7.32,31,15.7,22.96,8.12,4.23,10.78,7.7,9.55,6.13
304,11,1,256393.26,01-11-2019,Friday,38890,2019,42.09,10.76,30.24,17.41,24.51,8.09,4.16,13.46,9.42,10.82,6.93
305,11,2,211613.65,02-11-2019,Saturday,23054.5,2019,76.79,13.01,23.54,13.23,17.07,0.32,0.34,12.15,7.24,4.64,3.37
306,11,3,193734.03,03-11-2019,Sunday,18053,2019,69.19,9.95,22.7,10.92,15.5,3.09,2.31,7.62,6.16,5.11,3.8
307,11,4,214559.68,04-11-2019,Monday,28805,2019,77.28,7.31,15.35,7.22,11.1,2.51,1.6,7.27,6.04,5.43,3.97
308,11,5,193634,05-11-2019,Tuesday,18936.5,2019,57.72,4.5,19.31,6.69,12.56,3.11,2.72,7.72,4.72,5.46,3.72
309,11,6,208762.76,06-11-2019,Wednesday,30647.5,2019,54.99,5.92,21.41,9.43,14.84,6.87,3.98,14.68,11.08,10.5,7.61
310,11,7,230265.28,07-11-2019,Thursday,30203.5,2019,69.33,7.52,17.59,9.15,12.93,9.98,6.99,13.08,10.29,11.46,8.55
311,11,8,227909.56,08-11-2019,Friday,33627.5,2019,77.7,5.99,11.65,6.49,9.67,7.47,4.85,9.66,7.79,8.67,6.46
312,11,9,217849.58,09-11-2019,Saturday,28586,2019,73.87,5.87,15.04,5.54,10.28,6.74,4.46,13.08,10.36,9.58,7.11
313,11,10,203100.09,10-11-2019,Sunday,18209,2019,74.48,8.94,18.35,9.51,13.34,1.66,1.2,8.92,6.69,5.95,4.54
314,11,11,213517.9,11-11-2019,Monday,35070,2019,43.08,5.47,25.83,8.37,18.29,3.57,2.2,14.54,9.43,9.22,6.15
315,11,12,208606.92,12-11-2019,Tuesday,31912,2019,55.41,4.27,19.31,7.34,12.96,8.32,4.94,13.69,9.89,10.44,7.83
316,11,13,225147.08,13-11-2019,Wednesday,33478.5,2019,69.78,6.52,17.19,6.36,11.8,6.55,3.88,10.06,8.2,8.35,6.03
317,11,14,219657.86,14-11-2019,Thursday,40900,2019,67.28,9.28,21.92,9.88,15.23,5.27,2.76,7.8,6.32,6.73,4.72
318,11,15,221909.51,15-11-2019,Friday,45283,2019,66.58,7.25,18.93,8.14,13.27,5.85,3.49,9.48,7.66,7.73,5.62
319,11,16,195292.24,16-11-2019,Saturday,33643.5,2019,60.58,4.72,18.87,5.97,12.05,5.05,3.17,6.66,5.39,5.73,4.19
320,11,17,193484.98,17-11-2019,Sunday,21441,2019,64.08,5.77,17.93,8.07,12.31,0.86,0.49,6.55,5.32,5,3.81
321,11,18,218296.5,18-11-2019,Monday,36606.5,2019,49.64,6.3,26.79,7.69,16.89,0.3,0.33,6.59,5.2,4.41,3.24
322,11,19,224067.74,19-11-2019,Tuesday,37567,2019,69.57,9.25,21.03,10.09,14.68,2.5,1.59,5.69,5.42,4.31,3.64
323,11,20,239472.25,20-11-2019,Wednesday,41182,2019,40.78,7.08,33.22,8.1,20.97,0.85,0.73,12.14,7.25,4.93,3.14
324,11,21,262624,21-11-2019,Thursday,40122.5,2019,37.38,8.15,37.65,12.41,23.63,6.29,4.75,19.06,13.58,12.84,9.36
325,11,22,218098.73,22-11-2019,Friday,43412.5,2019,56.91,6.62,21.3,10.46,15.04,3.28,2.16,6.34,4.84,5.04,4.1
326,11,23,194491.53,23-11-2019,Saturday,32426.5,2019,58.69,7.45,22.72,9.68,15.44,0.39,0.2,7.68,6.69,4.79,3.8
327,11,24,193556.5,24-11-2019,Sunday,24507,2019,49.63,5.16,24.94,8.31,15.66,0.68,0.46,4.65,3.46,2.19,1.78
328,11,25,227798.6,25-11-2019,Monday,34297,2019,43.9,6.15,27.69,10.02,18.73,2.17,1.26,8.53,6.56,5.62,3.79
329,11,26,215258.32,26-11-2019,Tuesday,32565.5,2019,68.44,6.81,16.6,7.99,12.4,5.53,3.07,11.69,9.71,9.06,6.94
330,11,27,216835.39,27-11-2019,Wednesday,37731.5,2019,46.19,3.63,24.32,6.69,15.14,2.08,1.4,7.06,5.53,4.58,3.4
331,11,28,225471.75,28-11-2019,Thursday,42316.5,2019,57.42,7.16,24.95,8.65,15.48,1.32,1.29,6.14,5.29,3.45,2.9
332,11,29,229599.82,29-11-2019,Friday,44749.5,2019,61.76,8.79,25.1,10.26,16.05,0.74,0.81,7.15,6.42,3.94,3.32
333,11,30,197919.12,30-11-2019,Saturday,37103,2019,62.79,6.2,17.75,8.85,13.07,2.96,1.76,5.96,4.98,4.56,3.62
334,12,1,196057.34,01-12-2019,Sunday,18957,2019,77.36,7.32,14.25,9.04,11.1,4.15,2.52,10.71,8.65,7.71,5.7
335,12,2,221218.8,02-12-2019,Monday,31363.5,2019,67.17,4.85,14.64,7.35,10.63,7.75,5.24,12.27,9.95,9.98,7.55
336,12,3,218188.08,03-12-2019,Tuesday,34305,2019,65.26,7.37,18.86,8.77,13.7,9.15,6.17,13.8,11.05,11.15,8.37
337,12,4,214801.41,04-12-2019,Wednesday,36810,2019,60.65,7.55,21.76,9.6,15.03,3.87,2.47,9.19,7.42,7.87,5.76
338,12,5,215783.38,05-12-2019,Thursday,41205.5,2019,62.62,8.64,23.06,9.29,15.68,3.76,2.43,10.98,8.81,7.73,5.75
339,12,6,210057.97,06-12-2019,Friday,44808,2019,59.42,6.77,20.51,9.65,14.53,6.08,3.7,9.69,8.1,7.94,6.01
340,12,7,190872.6,07-12-2019,Saturday,40757.5,2019,60.46,7.23,22.97,7.44,14.74,3.89,2.42,7.42,6.53,5.79,4.34
341,12,8,195154.83,08-12-2019,Sunday,26440.5,2019,51.89,8.31,27.25,10.45,18.34,1.25,1.25,4.19,2.7,2.75,2.18
342,12,9,255821.67,09-12-2019,Monday,34165.5,2019,41.29,9.1,34.9,15.41,23,3.1,2.09,11.98,9.12,7.36,5.27
343,12,10,219097.24,10-12-2019,Tuesday,35146,2019,65.39,8.66,19.2,10.68,15.02,5.64,4.27,7.94,7.26,6.9,5.78
344,12,11,218120.75,11-12-2019,Wednesday,37628.5,2019,65.13,8.46,20.49,10.53,14.87,5.12,3.26,7.87,7.08,6.56,5.18
345,12,12,217198.13,12-12-2019,Thursday,38851,2019,63.66,7.96,20,10.96,14.71,4.73,2.89,8.6,7.52,6.65,5.31
346,12,13,214141.22,13-12-2019,Friday,44633.5,2019,65.04,8.73,20.51,9.71,15.18,4.93,2.93,6.71,5.57,5.75,4.26
347,12,14,202478.47,14-12-2019,Saturday,37586.5,2019,68.35,10.83,21.54,12.35,16.6,1.42,0.93,7.08,5.79,5.37,4
348,12,15,197446.9,15-12-2019,Sunday,27857.5,2019,60.74,9.36,22.6,12.31,16.91,0.89,0.63,6.64,5.29,4.16,3.17
349,12,16,228800.13,16-12-2019,Monday,37270.5,2019,62.41,10.07,24.08,11.86,17.23,2.62,1.65,5.15,4.7,3.75,2.97
350,12,17,247998.14,17-12-2019,Tuesday,40031,2019,46.7,8.7,29.25,12.05,20.5,1.05,0.9,4.81,4.11,2.64,2.02
351,12,18,293981.78,18-12-2019,Wednesday,40606.5,2019,30.83,8.24,37.98,15.87,26.97,3.26,2.03,6.02,4.78,4.88,3.37
352,12,19,250101.22,19-12-2019,Thursday,42025,2019,48.21,9.1,26.73,14.64,20.4,2.3,1.39,5.56,5.27,4.39,3.67
353,12,20,301106.8,20-12-2019,Friday,38419,2019,24.04,6.67,41.86,14.41,29.36,2.68,1.63,10.38,7.99,7.17,4.95
354,12,21,201264.95,21-12-2019,Saturday,34938,2019,57.31,9.67,23.69,11.37,18.17,4.07,2.86,9.2,7.99,7.73,6.52
355,12,22,180291.23,22-12-2019,Sunday,30856.5,2019,54.82,6.06,21.24,10.19,15.04,4.79,3.19,7.51,6.59,6.71,5.52
356,12,23,203636.05,23-12-2019,Monday,36068.5,2019,59.76,8.41,23.85,9.99,16.17,2.51,2.56,6.67,6.03,5.13,4.23
357,12,24,204337.86,24-12-2019,Tuesday,39187,2019,56.06,9.1,26.03,10.71,17.93,4.71,2.79,6.55,5.86,5.51,4.3
358,12,25,196625.49,25-12-2019,Wednesday,23477,2019,52.71,10.85,30.65,12.58,20.81,0.59,0.54,7.19,6.14,3.95,3.21
359,12,26,192241.05,26-12-2019,Thursday,36874,2019,62.38,10.61,24.5,12.05,17.81,3.83,2.37,6.39,5.91,5.13,4.27
360,12,27,214512.13,27-12-2019,Friday,37162.5,2019,46.02,8.59,32.66,10.49,20.63,0.9,0.5,5.42,4.32,3.31,2.48
361,12,28,227043.37,28-12-2019,Saturday,33062,2019,36.77,9.8,34.02,17.67,25.75,2.43,1.91,9.61,6.18,5.28,3.65
362,12,29,236587.05,29-12-2019,Sunday,31128,2019,43.23,12.92,38.51,17.18,26.44,1.15,1.04,5.63,4.84,3.39,2.65
363,12,30,280820.25,30-12-2019,Monday,24686.5,2019,34.14,12.36,40.96,19.59,29.93,1.69,1.19,17.65,13.05,9.72,7.05
364,12,31,190820.78,31-12-2019,Tuesday,50403,2019,52.27,7.88,22.51,13,17.76,3.72,2.2,8.14,6.86,6.6,5.58
